Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1498510800.0 1010.0 NA 29 35 0 NA 152 160 0 NA 6 22 57 NA 22 27 62
1498510800.0 1020.0 NA 33 NA NA NA 181 NA NA NA 39 NA NA NA 75 NA NA
1498510800.0 134.701 NA 36 NA NA NA 159 NA NA NA 65 NA NA NA 80 NA NA
1498510800.0 134.702 NA 31 NA NA NA 157 NA NA NA 74 NA NA NA 183 NA NA
1498510800.0 134.703 NA 38 NA NA NA 161 NA NA NA 69 NA NA NA 86 NA NA
1498510800.0 134.704 NA 30 NA NA NA 157 NA NA NA 73 NA NA NA 100 NA NA
1498510800.0 134.705 NA 40 NA NA NA 162 NA NA NA 73 NA NA NA 89 NA NA
1498510800.0 134.706 NA 38 NA NA NA 162 NA NA NA 72 NA NA NA 99 NA NA
1498510800.0 134.707 NA 36 NA NA NA 158 NA NA NA 72 NA NA NA 98 NA NA
1498510800.0 134.708 NA 30 NA NA NA 158 NA NA NA 67 NA NA NA 85 NA NA
1498510800.0 134.709 NA 40 NA NA NA 163 NA NA NA 69 NA NA NA 129 NA NA
1498510800.0 134.71 NA 31 NA NA NA 153 NA NA NA 57 NA NA NA 92 NA NA
1498510800.0 134.801 NA 30 NA NA NA 161 NA NA NA 65 NA NA NA 164 NA NA
1498510800.0 134.802 NA 33 NA NA NA 163 NA NA NA 89 NA NA NA 108 NA NA
1498510800.0 134.803 NA 36 NA NA NA 162 NA NA NA 82 NA NA NA 109 NA NA
1498510800.0 134.804 NA 32 NA NA NA 164 NA NA NA 82 NA NA NA 125 NA NA
1498510800.0 134.805 NA 33 NA NA NA 169 NA NA NA 84 NA NA NA 134 NA NA
1498510800.0 134.806 NA 30 NA NA NA 162 NA NA NA 90 NA NA NA 190 NA NA
1498510800.0 134.807 NA 86 NA NA NA 231 NA NA NA 350 NA NA NA 827 NA NA
1498510800.0 134.808 NA 84 NA NA NA 230 NA NA NA 344 NA NA NA 387 NA NA
1498510800.0 134.809 NA 35 NA NA NA 160 NA NA NA 86 NA NA NA 103 NA NA
1498510800.0 134.81 NA 31 NA NA NA 160 NA NA NA 82 NA NA NA 108 NA NA
1498510800.0 134.811 NA 27 NA NA NA 166 NA NA NA 84 NA NA NA 108 NA NA
1498510800.0 134.812 NA 31 NA NA NA 159 NA NA NA 61 NA NA NA 76 NA NA
1498510800.0 134.901 NA 34 NA NA NA 160 NA NA NA 63 NA NA NA 83 NA NA
1498510800.0 134.902 NA 36 NA NA NA 162 NA NA NA 70 NA NA NA 85 NA NA
1498510800.0 134.903 NA 29 NA NA NA 163 NA NA NA 73 NA NA NA 90 NA NA
1498510800.0 134.904 NA 36 NA NA NA 162 NA NA NA 75 NA NA NA 88 NA NA
1498510800.0 134.905 NA 37 NA NA NA 163 NA NA NA 70 NA NA NA 85 NA NA
1498510800.0 134.906 NA 29 NA NA NA 162 NA NA NA 78 NA NA NA 123 NA NA
1498510800.0 134.907 NA 84 NA NA NA 230 NA NA NA 269 NA NA NA 308 NA NA
1498510800.0 134.908 NA 87 NA NA NA 233 NA NA NA 267 NA NA NA 319 NA NA
1498510800.0 134.909 NA 36 NA NA NA 163 NA NA NA 69 NA NA NA 104 NA NA
1498510800.0 134.91 NA 35 NA NA NA 162 NA NA NA 72 NA NA NA 89 NA NA
1498510800.0 134.911 NA 28 NA NA NA 162 NA NA NA 72 NA NA NA 94 NA NA
1498510800.0 134.912 NA 28 NA NA NA 159 NA NA NA 66 NA NA NA 84 NA NA
1498510800.0 134.99601 NA 33 NA NA NA 161 NA NA NA 85 NA NA NA 107 NA NA
1498510800.0 134.99602 NA 28 NA NA NA 162 NA NA NA 75 NA NA NA 94 NA NA
1498510800.0 134.99603 NA 30 NA NA NA 163 NA NA NA 83 NA NA NA 105 NA NA
1498510800.0 134.99901 NA 35 NA NA NA 162 NA NA NA 71 NA NA NA 88 NA NA
1498510800.0 136.721 NA 51 NA NA NA 196 NA NA NA 255 NA NA NA 290 NA NA
1498510800.0 136.722 NA 53 NA NA NA 197 NA NA NA 251 NA NA NA 283 NA NA
1498510800.0 136.723 NA 52 NA NA NA 200 NA NA NA 300 NA NA NA 330 NA NA
1498510800.0 136.724 NA 51 NA NA NA 200 NA NA NA 274 NA NA NA 307 NA NA
1498510800.0 136.725 NA 54 NA NA NA 196 NA NA NA 259 NA NA NA 292 NA NA
1498510800.0 136.726 NA 51 NA NA NA 196 NA NA NA 301 NA NA NA 351 NA NA
1498510800.0 136.727 NA 102 NA NA NA 268 NA NA NA 499 NA NA NA 556 NA NA
1498510800.0 136.728 NA 111 NA NA NA 268 NA NA NA 593 NA NA NA 1004 NA NA
1498510800.0 136.729 NA 55 NA NA NA 193 NA NA NA 248 NA NA NA 282 NA NA
1498510800.0 136.73 NA 54 NA NA NA 196 NA NA NA 289 NA NA NA 324 NA NA
1498510800.0 136.731 NA 60 NA NA NA 195 NA NA NA 255 NA NA NA 280 NA NA
1498510800.0 136.732 NA 52 NA NA NA 200 NA NA NA 246 NA NA NA 270 NA NA
1498510800.0 136.7321 NA 63 NA NA NA 211 NA NA NA 269 NA NA NA 301 NA NA
1498510800.0 136.734 NA 54 NA NA NA 200 NA NA NA 378 NA NA NA 392 NA NA
1498510800.0 136.735 NA 56 NA NA NA 193 NA NA NA 278 NA NA NA 289 NA NA
1498510800.0 136.736 NA 55 NA NA NA 197 NA NA NA 279 NA NA NA 370 NA NA
1498510800.0 136.737 NA 52 NA NA NA 193 NA NA NA 277 NA NA NA 297 NA NA
1498510800.0 136.738 NA 52 NA NA NA 197 NA NA NA 387 NA NA NA 416 NA NA
1498510800.0 136.739 NA 48 NA NA NA 193 NA NA NA 309 NA NA NA 382 NA NA
1498510800.0 136.74 NA 50 NA NA NA 197 NA NA NA 297 NA NA NA 323 NA NA
1498510800.0 136.741 NA 47 NA NA NA 196 NA NA NA 344 NA NA NA 363 NA NA
1498510800.0 136.742 NA 48 NA NA NA 193 NA NA NA 277 NA NA NA 319 NA NA
1498510800.0 136.743 NA 48 NA NA NA 193 NA NA NA 340 NA NA NA 417 NA NA
1498510800.0 136.744 NA 48 NA NA NA 194 NA NA NA 293 NA NA NA 373 NA NA
1498510800.0 136.745 NA 50 NA NA NA 198 NA NA NA 268 NA NA NA 383 NA NA
1498510800.0 136.746 NA 48 NA NA NA 196 NA NA NA 397 NA NA NA 493 NA NA
1498510800.0 136.747 NA 49 NA NA NA 195 NA NA NA 303 NA NA NA 400 NA NA
1498510800.0 136.748 NA 56 NA NA NA 194 NA NA NA 286 NA NA NA 318 NA NA
1498510800.0 136.749 NA 56 NA NA NA 193 NA NA NA 415 NA NA NA 492 NA NA
1498510800.0 136.75 NA 54 NA NA NA 194 NA NA NA 323 NA NA NA 376 NA NA
1498510800.0 136.751 NA 54 NA NA NA 198 NA NA NA 315 NA NA NA 376 NA NA
1498510800.0 136.752 NA 51 NA NA NA 197 NA NA NA 353 NA NA NA 386 NA NA
1498510800.0 136.753 NA 51 NA NA NA 194 NA NA NA 285 NA NA NA 329 NA NA
1498510800.0 136.754 NA 57 NA NA NA 201 NA NA NA 319 NA NA NA 395 NA NA
1498510800.0 136.755 NA 50 NA NA NA 195 NA NA NA 292 NA NA NA 316 NA NA
1498510800.0 136.756 NA 52 NA NA NA 197 NA NA NA 259 NA NA NA 285 NA NA
1498510800.0 136.757 NA 53 NA NA NA 200 NA NA NA 400 NA NA NA 418 NA NA
1498510800.0 136.758 NA 49 NA NA NA 198 NA NA NA 312 NA NA NA 345 NA NA
1498510800.0 136.759 NA 51 NA NA NA 194 NA NA NA 307 NA NA NA 335 NA NA
1498510800.0 136.76 NA 50 NA NA NA 198 NA NA NA 387 NA NA NA 423 NA NA
1498510800.0 136.761 NA 49 NA NA NA 194 NA NA NA 332 NA NA NA 364 NA NA
1498510800.0 136.762 NA 49 NA NA NA 197 NA NA NA 336 NA NA NA 371 NA NA
1498510800.0 136.763 NA 48 NA NA NA 197 NA NA NA 367 NA NA NA 443 NA NA
1498510800.0 136.764 NA 48 NA NA NA 194 NA NA NA 298 NA NA NA 321 NA NA
1498510800.0 136.765 NA 48 NA NA NA 194 NA NA NA 348 NA NA NA 393 NA NA
1498510800.0 136.766 NA 47 NA NA NA 197 NA NA NA 305 NA NA NA 339 NA NA
1498510800.0 136.767 NA 57 NA NA NA 194 NA NA NA 291 NA NA NA 522 NA NA
1498510800.0 136.768 NA 52 NA NA NA 198 NA NA NA 415 NA NA NA 705 NA NA
1498510800.0 136.769 NA 53 NA NA NA 200 NA NA NA 280 NA NA NA 351 NA NA
1498510800.0 136.77 NA 52 NA NA NA 196 NA NA NA 268 NA NA NA 342 NA NA
1498510800.0 136.771 NA 53 NA NA NA 200 NA NA NA 338 NA NA NA 376 NA NA
1498510800.0 136.772 NA 52 NA NA NA 200 NA NA NA 291 NA NA NA 344 NA NA
1498510800.0 136.773 NA 49 NA NA NA 197 NA NA NA 282 NA NA NA 337 NA NA
1498510800.0 136.774 NA 49 NA NA NA 197 NA NA NA 319 NA NA NA 362 NA NA
1498510800.0 136.775 NA 50 NA NA NA 197 NA NA NA 260 NA NA NA 300 NA NA
1498510800.0 136.776 NA 50 NA NA NA 194 NA NA NA 295 NA NA NA 369 NA NA
1498510800.0 136.777 NA 50 NA NA NA 194 NA NA NA 253 NA NA NA 278 NA NA
1498510800.0 136.778 NA 51 NA NA NA 197 NA NA NA 229 NA NA NA 260 NA NA
1498510800.0 136.779 NA 49 NA NA NA 200 NA NA NA 381 NA NA NA 451 NA NA
1498510800.0 140.51 NA 29 NA NA NA 147 NA NA NA 389 NA NA NA 531 NA NA
1498510800.0 4.4 NA 32 NA NA NA 153 NA NA NA 73 NA NA NA 110 NA NA
1498510800.0 4.41 NA 28 NA NA NA 152 NA NA NA 85 NA NA NA 125 NA NA
1498510800.0 4.42 NA 29 NA NA NA 153 NA NA NA 85 NA NA NA 235 NA NA
1498510800.0 4.43 NA 28 NA NA NA 152 NA NA NA 70 NA NA NA 81 NA NA
1498510800.0 4.44 NA 30 NA NA NA 152 NA NA NA 78 NA NA NA 112 NA NA
1498510800.0 4.45 NA 25 NA NA NA 153 NA NA NA 85 NA NA NA 107 NA NA
1498510800.0 4.51 NA 30 NA NA NA 153 NA NA NA 87 NA NA NA 121 NA NA
1498510800.0 4.52 NA 26 NA NA NA 152 NA NA NA 94 NA NA NA 119 NA NA
1498510800.0 4.53 NA 30 NA NA NA 153 NA NA NA 83 NA NA NA 101 NA NA
1498510800.0 4.54 NA 28 NA NA NA 152 NA NA NA 84 NA NA NA 167 NA NA
1498510800.0 4.55 NA 26 NA NA NA 152 NA NA NA 99 NA NA NA 118 NA NA
1498510800.0 4.57 NA 56 NA NA NA 176 NA NA NA 99 NA NA NA 121 NA NA
1498510800.0 4.58 NA 49 NA NA NA 170 NA NA NA 85 NA NA NA 99 NA NA
1498510800.0 4.61 NA 32 NA NA NA 152 NA NA NA 89 NA NA NA 161 NA NA
1498510800.0 4.62 NA 31 NA NA NA 153 NA NA NA 90 NA NA NA 152 NA NA
1498510800.0 4.63 NA 32 NA NA NA 151 NA NA NA 88 NA NA NA 155 NA NA
1498510800.0 4.64 NA 32 NA NA NA 152 NA NA NA 95 NA NA NA 121 NA NA
1498510800.0 4.65 NA 32 NA NA NA 152 NA NA NA 98 NA NA NA 125 NA NA
1498510800.0 4.67 NA 60 NA NA NA 177 NA NA NA 106 NA NA NA 150 NA NA
1498510800.0 4.68 NA 48 NA NA NA 169 NA NA NA 87 NA NA NA 107 NA NA
1498510800.0 4.71 NA 32 NA NA NA 152 NA NA NA 77 NA NA NA 91 NA NA
1498510800.0 4.72 NA 32 NA NA NA 151 NA NA NA 82 NA NA NA 111 NA NA
1498510800.0 4.73 NA 35 NA NA NA 156 NA NA NA 89 NA NA NA 127 NA NA
1498510800.0 4.74 NA 33 NA NA NA 152 NA NA NA 81 NA NA NA 122 NA NA
1498510800.0 4.75 NA 32 NA NA NA 152 NA NA NA 89 NA NA NA 124 NA NA
1498510800.0 4.76 NA 65 NA NA NA 182 NA NA NA 100 NA NA NA 131 NA NA
1498510800.0 4.77 NA 59 NA NA NA 175 NA NA NA 98 NA NA NA 130 NA NA
1498510800.0 4.78 NA 49 NA NA NA 172 NA NA NA 95 NA NA NA 127 NA NA
1498510800.0 503.0 28 0 NA NA 146 0 NA NA 60 24 NA NA 177 63 NA NA
1498510800.0 504.0 29 0 NA NA 147 0 NA NA 44 18 NA NA 200 42 NA NA
1498510800.0 505.0 28 0 NA NA 147 0 NA NA 46 21 NA NA 126 45 NA NA
1498510800.0 506.0 29 0 NA NA 146 0 NA NA 36 19 NA NA 158 44 NA NA
1498510800.0 507.0 28 0 NA NA 146 0 NA NA 61 19 NA NA 192 46 NA NA
1498510800.0 508.0 27 0 NA NA 146 0 NA NA 34 23 NA NA 187 68 NA NA
1498510800.0 509.0 35 0 NA NA 145 0 NA NA 23 15 NA NA 162 61 NA NA
1498510800.0 510.0 36 0 NA NA 146 0 NA NA 107 17 NA NA 219 89 NA NA
1498510800.0 512.0 15 36 0 NA 200 149 0 NA 2215 32 21 NA 7395 110 34 NA
1498510800.0 513.0 15 33 0 NA 200 149 0 NA 477 40 16 NA 2398 130 63 NA
1498510800.0 514.0 15 30 0 NA 200 149 0 NA 352 42 19 NA 1531 200 70 NA
1498510800.0 515.0 15 30 0 NA 200 149 0 NA 2249 33 23 NA 8885 113 37 NA
1498510800.0 516.0 15 30 0 NA 200 149 0 NA 493 34 17 NA 3410 120 63 NA
1498510800.0 517.0 15 30 0 NA 200 149 0 NA 1596 39 18 NA 3984 167 64 NA
1498510800.0 518.0 15 34 0 NA 200 149 0 NA 2231 32 21 NA 9030 114 34 NA
1498510800.0 519.0 15 29 0 NA 200 149 0 NA 501 34 19 NA 3863 229 55 NA
1498510800.0 520.0 15 30 0 NA 200 149 0 NA 1594 47 17 NA 3966 177 61 NA
1498510800.0 521.0 15 31 0 NA 200 150 0 NA 500 45 19 NA 3710 138 51 NA
1498510800.0 522.0 15 31 0 NA 200 150 0 NA 2239 37 22 NA 8914 113 36 NA
1498510800.0 523.0 15 47 0 NA 200 161 0 NA 856 69 17 NA 2594 225 86 NA
1498510800.0 524.0 15 29 0 NA 200 149 0 NA 1597 43 18 NA 3966 166 67 NA
1498510800.0 525.0 15 31 0 NA 200 150 0 NA 504 46 18 NA 3708 144 53 NA
1498510800.0 526.0 15 34 0 NA 200 151 0 NA 2219 31 25 NA 9026 93 35 NA
1498510800.0 527.0 15 29 0 NA 200 149 0 NA 1582 47 19 NA 3943 161 68 NA
1498510800.0 528.0 15 32 0 NA 200 150 0 NA 494 39 18 NA 3633 113 48 NA
1498510800.0 529.0 15 31 0 NA 200 149 0 NA 2213 30 24 NA 8876 101 38 NA
1498510800.0 530.0 15 30 0 NA 200 149 0 NA 1594 50 16 NA 4012 170 63 NA
