Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1498424400.0 1.0 80 86 135 NA NA NA NA NA 177 135 202 NA NA NA NA NA 3375 665 500 NA NA NA NA NA 1763 353 449 NA NA NA NA NA
1498424400.0 10.0 NA 108 364 0 NA NA NA NA NA 196 430 0 NA NA NA NA NA 3611 4526 882 NA NA NA NA NA 1714 2716 1072 NA NA NA NA
1498424400.0 1000.0 NA 376 139 0 52 NA NA NA NA 480 247 0 103 NA NA NA NA 4502 1026 1328 236 NA NA NA NA 3001 912 1543 371 NA NA NA
1498424400.0 10003.0 NA 169 529 87 0 NA NA NA NA 257 597 135 0 NA NA NA NA 915 2744 164 1528 NA NA NA NA 964 3745 383 1916 NA NA NA
1498424400.0 10005.0 NA 178 525 97 0 NA NA NA NA 265 593 129 0 NA NA NA NA 828 2201 156 1507 NA NA NA NA 606 3239 234 2828 NA NA NA
1498424400.0 10006.0 NA 177 527 86 0 NA NA NA NA 259 600 134 0 NA NA NA NA 775 1991 167 1457 NA NA NA NA 553 2818 364 2523 NA NA NA
1498424400.0 10007.0 NA 165 526 86 0 NA NA NA NA 262 598 138 0 NA NA NA NA 942 2317 172 1490 NA NA NA NA 1126 3705 335 1823 NA NA NA
1498424400.0 10009.0 NA 166 528 87 0 NA NA NA NA 263 597 145 0 NA NA NA NA 970 2842 159 1531 NA NA NA NA 841 3576 293 1777 NA NA NA
1498424400.0 1001.0 NA 349 376 0 0 0 0 0 NA 448 418 0 0 0 0 0 NA 4030 1120 12 63 666 84 647 NA 2443 855 16 55 645 49 641
1498424400.0 1002.0 NA 353 65 NA NA NA NA NA NA 453 118 NA NA NA NA NA NA 4504 300 NA NA NA NA NA NA 3596 183 NA NA NA NA NA
1498424400.0 10024.1 NA 180 355 0 NA NA NA NA NA 271 408 0 NA NA NA NA NA 1024 1115 942 NA NA NA NA NA 715 1415 960 NA NA NA NA
