Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1498208400.0 1.0 83 93 163 NA NA NA NA NA 176 139 214 NA NA NA NA NA 3926 777 484 NA NA NA NA NA 3274 596 877 NA NA NA NA NA
1498208400.0 10.0 NA 109 369 0 NA NA NA NA NA 197 436 0 NA NA NA NA NA 3649 4465 900 NA NA NA NA NA 1604 2302 957 NA NA NA NA
1498208400.0 1000.0 NA 405 155 0 60 NA NA NA NA 495 247 0 105 NA NA NA NA 5066 1097 1328 222 NA NA NA NA 3996 1097 2814 273 NA NA NA
1498208400.0 10001.0 NA 168 529 86 0 NA NA NA NA 261 598 132 0 NA NA NA NA 843 2008 164 1506 NA NA NA NA 901 2226 342 1713 NA NA NA
1498208400.0 10002.0 NA 167 532 93 0 NA NA NA NA 267 595 138 0 NA NA NA NA 885 2000 166 1543 NA NA NA NA 687 2306 419 1671 NA NA NA
1498208400.0 10003.0 NA 168 526 86 0 NA NA NA NA 269 602 135 0 NA NA NA NA 908 2029 159 1482 NA NA NA NA 735 2120 300 1500 NA NA NA
1498208400.0 10004.0 NA 167 524 85 0 NA NA NA NA 257 594 138 0 NA NA NA NA 809 2037 172 1616 NA NA NA NA 991 3092 391 2995 NA NA NA
1498208400.0 10005.0 NA 166 524 86 0 NA NA NA NA 258 592 135 0 NA NA NA NA 993 1921 162 1527 NA NA NA NA 1115 2258 301 2544 NA NA NA
1498208400.0 10006.0 NA 163 521 86 0 NA NA NA NA 256 595 138 0 NA NA NA NA 771 2250 164 1458 NA NA NA NA 592 2446 458 1475 NA NA NA
1498208400.0 10007.0 NA 166 529 88 0 NA NA NA NA 258 598 138 0 NA NA NA NA 955 2270 160 1483 NA NA NA NA 711 2485 267 1505 NA NA NA
