Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1497819600.0 10.0 NA 107 367 0 NA NA NA NA 195 436 0 NA NA NA NA 3593 4449 866 NA NA NA NA 1450 3430 1075 NA NA NA
1497819600.0 1000.0 NA 380 138 0 53 NA NA NA 482 243 0 104 NA NA NA 4517 1065 1336 242 NA NA NA 3374 952 1434 331 NA NA
1497819600.0 1002.0 NA 361 79 NA NA NA NA NA 457 122 NA NA NA NA NA 3931 278 NA NA NA NA NA 1704 113 NA NA NA NA
1497819600.0 1004.0 NA 318 352 0 0 0 0 NA 421 404 0 0 0 0 NA 1307 775 14 97 838 989 NA 1519 791 30 74 927 1036
1497819600.0 10224.0 NA 339 900 0 NA NA NA NA 453 1017 0 NA NA NA NA 6123 8774 1791 NA NA NA NA 6811 5887 2443 NA NA NA
1497819600.0 10225.0 NA 331 793 0 NA NA NA NA 444 906 0 NA NA NA NA 5259 8187 1803 NA NA NA NA 4549 5399 2576 NA NA NA
1497819600.0 107.0 82 90 361 NA NA NA NA 179 138 420 NA NA NA NA 8353 681 1250 NA NA NA NA 3611 444 1346 NA NA NA NA
1497819600.0 108.0 85 92 368 NA NA NA NA 183 143 432 NA NA NA NA 10322 727 1342 NA NA NA NA 4617 387 989 NA NA NA NA
1497819600.0 10824.0 74 185 564 88 0 NA NA 138 238 637 139 0 NA NA 10769 1217 3226 188 1729 NA NA 7975 904 4988 735 2506 NA NA
1497819600.0 11.0 NA 99 448 0 56 NA NA NA 187 520 0 108 NA NA NA 2855 2194 1017 50 NA NA NA 1357 2034 1345 89 NA NA
1497819600.0 112.0 84 90 360 NA NA NA NA 181 143 427 NA NA NA NA 7520 659 1181 NA NA NA NA 3848 717 1554 NA NA NA NA
1497819600.0 11224.0 74 177 556 0 NA NA NA 149 237 630 0 NA NA NA 10611 1091 3393 1653 NA NA NA 7026 923 4610 2229 NA NA NA
1497819600.0 114.0 81 86 357 NA NA NA NA 179 142 418 NA NA NA NA 7936 676 1259 NA NA NA NA 3790 535 1507 NA NA NA NA
1497819600.0 115.0 82 92 358 NA NA NA NA 182 143 425 NA NA NA NA 8206 698 1278 NA NA NA NA 5951 437 1592 NA NA NA NA
1497819600.0 116.0 75 93 359 NA NA NA NA 170 139 420 NA NA NA NA 9108 669 1297 NA NA NA NA 4594 486 1409 NA NA NA NA
1497819600.0 117.0 75 93 355 NA NA NA NA 176 146 428 NA NA NA NA 9186 766 1405 NA NA NA NA 3766 533 1185 NA NA NA NA
1497819600.0 118.0 79 94 359 NA NA NA NA 174 143 424 NA NA NA NA 10484 725 1389 NA NA NA NA 4579 428 1031 NA NA NA NA
1497819600.0 119.0 84 103 363 NA NA NA NA 183 140 417 NA NA NA NA 7493 625 1100 NA NA NA NA 2544 283 914 NA NA NA NA
1497819600.0 12.0 NA 102 362 0 NA NA NA NA 192 429 0 NA NA NA NA 3180 4227 909 NA NA NA NA 1413 2392 958 NA NA NA
1497819600.0 121.0 80 94 362 NA NA NA NA 186 144 433 NA NA NA NA 9354 738 1438 NA NA NA NA 4064 562 1154 NA NA NA NA
1497819600.0 125.0 83 87 356 NA NA NA NA 176 130 413 NA NA NA NA 6855 732 1144 NA NA NA NA 3044 515 1079 NA NA NA NA
1497819600.0 1302.0 97 187 205 NA NA NA NA 168 245 275 NA NA NA NA 9806 1574 1170 NA NA NA NA 6591 1244 1215 NA NA NA NA
1497819600.0 1307.0 NA 164 203 55 0 NA NA NA 259 258 102 0 NA NA NA 1006 1129 60 913 NA NA NA 1429 1914 90 958 NA NA
1497819600.0 134.701 NA 31 414 0 NA NA NA NA 126 484 0 NA NA NA NA 260 8288 1264 NA NA NA NA 166 5800 1572 NA NA NA
1497819600.0 134.702 NA 33 410 0 NA NA NA NA 126 472 0 NA NA NA NA 293 11056 1152 NA NA NA NA 182 5600 1160 NA NA NA
1497819600.0 134.704 NA 35 416 0 NA NA NA NA 127 477 0 NA NA NA NA 308 10748 1267 NA NA NA NA 196 7832 1667 NA NA NA
1497819600.0 134.708 NA 45 413 0 NA NA NA NA 126 483 0 NA NA NA NA 284 9995 1295 NA NA NA NA 194 5285 2626 NA NA NA
1497819600.0 134.71 NA 38 403 0 NA NA NA NA 124 472 0 NA NA NA NA 238 6817 1289 NA NA NA NA 178 3809 1976 NA NA NA
1497819600.0 134.801 NA 34 413 0 NA NA NA NA 127 483 0 NA NA NA NA 257 7558 1216 NA NA NA NA 198 5857 1808 NA NA NA
1497819600.0 134.806 NA 34 431 0 NA NA NA NA 128 498 0 NA NA NA NA 367 15177 1264 NA NA NA NA 192 7840 1651 NA NA NA
1497819600.0 134.809 NA 40 417 0 NA NA NA NA 128 478 0 NA NA NA NA 383 12793 1242 NA NA NA NA 194 8025 1547 NA NA NA
1497819600.0 134.81 NA 37 420 0 NA NA NA NA 128 485 0 NA NA NA NA 355 12573 1232 NA NA NA NA 195 6135 1796 NA NA NA
1497819600.0 134.811 NA 38 426 0 NA NA NA NA 129 496 0 NA NA NA NA 359 13881 1199 NA NA NA NA 202 8511 1530 NA NA NA
1497819600.0 134.812 NA 37 407 0 NA NA NA NA 128 476 0 NA NA NA NA 273 7157 1206 NA NA NA NA 142 4358 1339 NA NA NA
1497819600.0 134.901 NA 39 412 0 NA NA NA NA 128 479 0 NA NA NA NA 276 7464 1248 NA NA NA NA 251 4132 1446 NA NA NA
1497819600.0 134.902 NA 35 409 0 NA NA NA NA 130 482 0 NA NA NA NA 311 9995 1251 NA NA NA NA 186 5989 1858 NA NA NA
