Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497906000.0 1.0 54 69 139 NA NA NA NA NA 95 100 165 NA NA NA NA NA 3469 604 547 NA NA NA NA NA 4104 783 708 NA NA NA NA NA
1497906000.0 10.0 NA 80 191 0 NA NA NA NA NA 153 240 0 NA NA NA NA NA 3360 4055 868 NA NA NA NA NA 3479 4173 884 NA NA NA NA
1497906000.0 1000.0 NA 215 127 0 52 NA NA NA NA 300 206 0 78 NA NA NA NA 4079 963 1174 231 NA NA NA NA 4317 1132 1223 284 NA NA NA
1497906000.0 10001.0 NA 134 265 68 0 NA NA NA NA 210 312 104 0 NA NA NA NA 669 1209 155 1458 NA NA NA NA 1307 1436 312 1613 NA NA NA
1497906000.0 10002.0 NA 136 264 68 0 NA NA NA NA 210 312 104 0 NA NA NA NA 664 1178 154 1450 NA NA NA NA 1125 1421 305 1602 NA NA NA
1497906000.0 10003.0 NA 138 268 69 0 NA NA NA NA 212 313 104 0 NA NA NA NA 675 1170 156 1444 NA NA NA NA 869 1672 327 1654 NA NA NA
1497906000.0 10004.0 NA 136 267 68 0 NA NA NA NA 209 312 104 0 NA NA NA NA 637 1064 164 1473 NA NA NA NA 908 1291 430 1557 NA NA NA
1497906000.0 10005.0 NA 135 264 68 0 NA NA NA NA 210 312 104 0 NA NA NA NA 766 1110 155 1448 NA NA NA NA 1323 1434 307 1614 NA NA NA
1497906000.0 10006.0 NA 135 264 68 0 NA NA NA NA 209 311 104 0 NA NA NA NA 633 1164 162 1440 NA NA NA NA 792 1418 316 1591 NA NA NA
1497906000.0 10007.0 NA 137 266 70 0 NA NA NA NA 210 312 104 0 NA NA NA NA 686 1199 160 1472 NA NA NA NA 886 1762 404 1593 NA NA NA
1497906000.0 10008.0 NA 136 268 70 0 NA NA NA NA 210 312 104 0 NA NA NA NA 670 1162 156 1433 NA NA NA NA 857 1722 342 1642 NA NA NA
1497906000.0 10009.0 NA 137 265 69 0 NA NA NA NA 211 312 104 0 NA NA NA NA 712 1308 154 1457 NA NA NA NA 873 1639 277 1608 NA NA NA
1497906000.0 1001.0 NA 198 149 0 0 0 0 0 NA 277 181 0 0 0 0 0 NA 3569 468 10 97 753 54 707 NA 3889 515 23 108 764 61 716
1497906000.0 1002.0 NA 225 75 NA NA NA NA NA NA 298 94 NA NA NA NA NA NA 4497 282 NA NA NA NA NA NA 5013 308 NA NA NA NA NA
1497906000.0 10023.0 NA 146 279 73 0 NA NA NA NA 210 313 104 0 NA NA NA NA 738 1084 155 1442 NA NA NA NA 1267 1495 314 1577 NA NA NA
1497906000.0 10024.0 NA 156 285 74 0 NA NA NA NA 218 319 104 0 NA NA NA NA 935 1601 160 1584 NA NA NA NA 1464 1958 315 1720 NA NA NA
1497906000.0 10024.1 NA 149 189 0 NA NA NA NA NA 221 217 0 NA NA NA NA NA 1019 873 1138 NA NA NA NA NA 1162 1113 1235 NA NA NA NA
1497906000.0 10024.2 NA 142 267 0 NA NA NA NA NA 218 318 0 NA NA NA NA NA 835 1560 1598 NA NA NA NA NA 991 1816 1851 NA NA NA NA
1497906000.0 10024.3 NA 149 176 0 NA NA NA NA NA 221 205 0 NA NA NA NA NA 1035 868 958 NA NA NA NA NA 1222 1681 1507 NA NA NA NA
1497906000.0 10024.4 NA 141 270 0 NA NA NA NA NA 218 319 0 NA NA NA NA NA 867 1547 1617 NA NA NA NA NA 1015 1906 1702 NA NA NA NA
1497906000.0 10024.5 NA 153 188 0 NA NA NA NA NA 221 217 0 NA NA NA NA NA 1023 875 1123 NA NA NA NA NA 1184 999 1223 NA NA NA NA
1497906000.0 10024.6 NA 142 265 0 NA NA NA NA NA 218 317 0 NA NA NA NA NA 824 1667 1583 NA NA NA NA NA 985 1882 1769 NA NA NA NA
1497906000.0 10025.0 NA 136 265 69 0 NA NA NA NA 213 315 104 0 NA NA NA NA 722 1320 160 1542 NA NA NA NA 1218 1594 300 1680 NA NA NA
1497906000.0 10026.0 NA 145 274 78 0 NA NA NA NA 219 322 104 0 NA NA NA NA 967 2606 172 1651 NA NA NA NA 1265 2843 237 1703 NA NA NA
1497906000.0 1003.0 NA 196 0 NA NA NA NA NA NA 269 0 NA NA NA NA NA NA 6519 915 NA NA NA NA NA NA 7274 1049 NA NA NA NA NA
1497906000.0 1004.0 NA 186 140 0 0 0 0 NA NA 254 166 0 0 0 0 NA NA 912 312 11 118 1263 1236 NA NA 2010 672 37 298 2210 2000 NA
1497906000.0 10042.0 NA 140 268 69 0 NA NA NA NA 218 318 104 0 NA NA NA NA 793 1394 174 1436 NA NA NA NA 855 1868 8727 1453 NA NA NA
1497906000.0 10059.0 NA 145 271 70 0 NA NA NA NA 219 322 104 0 NA NA NA NA 1168 2926 166 1641 NA NA NA NA 1563 3282 353 1794 NA NA NA
