Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1498035600.0 1.0 48 66 NA NA NA NA NA 93 98 NA NA NA NA NA 3224 453 NA NA NA NA NA 3283 462 NA NA NA NA NA
1498035600.0 10.0 NA 80 NA NA NA NA NA NA 153 NA NA NA NA NA NA 3309 NA NA NA NA NA NA 3448 NA NA NA NA NA
1498035600.0 10001.0 NA 137 NA NA NA NA NA NA 210 NA NA NA NA NA NA 706 NA NA NA NA NA NA 1092 NA NA NA NA NA
1498035600.0 10002.0 NA 144 NA NA NA NA NA NA 211 NA NA NA NA NA NA 644 NA NA NA NA NA NA 851 NA NA NA NA NA
1498035600.0 10003.0 NA 144 NA NA NA NA NA NA 212 NA NA NA NA NA NA 678 NA NA NA NA NA NA 887 NA NA NA NA NA
1498035600.0 10004.0 NA 136 NA NA NA NA NA NA 209 NA NA NA NA NA NA 688 NA NA NA NA NA NA 928 NA NA NA NA NA
1498035600.0 10005.0 NA 137 NA NA NA NA NA NA 210 NA NA NA NA NA NA 671 NA NA NA NA NA NA 852 NA NA NA NA NA
1498035600.0 10006.0 NA 132 NA NA NA NA NA NA 209 NA NA NA NA NA NA 695 NA NA NA NA NA NA 872 NA NA NA NA NA
1498035600.0 10007.0 NA 139 NA NA NA NA NA NA 210 NA NA NA NA NA NA 642 NA NA NA NA NA NA 871 NA NA NA NA NA
1498035600.0 10008.0 NA 135 NA NA NA NA NA NA 210 NA NA NA NA NA NA 722 NA NA NA NA NA NA 937 NA NA NA NA NA
1498035600.0 10009.0 NA 143 NA NA NA NA NA NA 211 NA NA NA NA NA NA 707 NA NA NA NA NA NA 925 NA NA NA NA NA
1498035600.0 10023.0 NA 134 NA NA NA NA NA NA 210 NA NA NA NA NA NA 639 NA NA NA NA NA NA 794 NA NA NA NA NA
1498035600.0 10024.0 NA 141 NA NA NA NA NA NA 218 NA NA NA NA NA NA 839 NA NA NA NA NA NA 982 NA NA NA NA NA
1498035600.0 10024.1 NA 142 NA NA NA NA NA NA 218 NA NA NA NA NA NA 895 NA NA NA NA NA NA 1193 NA NA NA NA NA
1498035600.0 10024.2 NA 140 NA NA NA NA NA NA 218 NA NA NA NA NA NA 828 NA NA NA NA NA NA 989 NA NA NA NA NA
