Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1497906000.0 1.0 82 78 144 NA NA NA NA 179 352 247 NA NA NA NA 4189 471 305 NA NA NA NA 1661 206 253 NA NA NA NA
1497906000.0 10.0 NA 109 386 0 NA NA NA NA 375 496 0 NA NA NA NA 1588 1547 342 NA NA NA NA 517 625 353 NA NA NA
1497906000.0 1000.0 NA 402 136 0 50 NA NA NA 536 236 0 107 NA NA NA 1606 399 360 83 NA NA NA 787 257 396 103 NA NA
1497906000.0 10001.0 NA 172 547 87 0 NA NA NA 447 700 151 0 NA NA NA 491 834 82 845 NA NA NA 323 822 205 932 NA NA
1497906000.0 10002.0 NA 171 543 97 0 NA NA NA 448 709 151 0 NA NA NA 390 729 77 553 NA NA NA 250 709 129 566 NA NA
1497906000.0 10003.0 NA 168 472 87 0 NA NA NA 444 680 151 0 NA NA NA 609 1573 79 500 NA NA NA 6321 21171 327 528 NA NA
1497906000.0 10004.0 NA 166 544 94 0 NA NA NA 448 706 151 0 NA NA NA 388 708 72 550 NA NA NA 234 668 103 562 NA NA
1497906000.0 10005.0 NA 173 546 92 0 NA NA NA 445 707 150 0 NA NA NA 394 712 74 550 NA NA NA 284 675 109 572 NA NA
1497906000.0 10006.0 NA 165 545 97 0 NA NA NA 449 721 150 0 NA NA NA 479 725 75 566 NA NA NA 272 721 119 574 NA NA
1497906000.0 10007.0 NA 167 552 97 0 NA NA NA 447 704 151 0 NA NA NA 396 758 79 562 NA NA NA 289 861 177 572 NA NA
1497906000.0 10008.0 NA 171 546 93 0 NA NA NA 448 711 151 0 NA NA NA 400 742 78 569 NA NA NA 247 684 116 578 NA NA
1497906000.0 10009.0 NA 162 481 88 0 NA NA NA 449 720 151 0 NA NA NA 603 4420 80 513 NA NA NA 3954 21093 328 524 NA NA
1497906000.0 1001.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1497906000.0 1002.0 NA 365 73 NA NA NA NA NA 486 131 NA NA NA NA NA 1864 132 NA NA NA NA NA 907 61 NA NA NA NA
1497906000.0 10023.0 NA 164 546 91 0 NA NA NA 447 694 151 0 NA NA NA 373 1002 96 772 NA NA NA 236 1069 132 792 NA NA
1497906000.0 10024.0 NA 190 527 98 0 NA NA NA 449 723 152 0 NA NA NA 441 988 81 622 NA NA NA 268 6134 409 633 NA NA
1497906000.0 10024.1 NA 179 374 0 NA NA NA NA 445 488 0 NA NA NA NA 583 488 450 NA NA NA NA 393 443 459 NA NA NA
1497906000.0 10024.2 NA 180 483 0 NA NA NA NA 448 725 0 NA NA NA NA 628 1725 577 NA NA NA NA 5500 21156 586 NA NA NA
1497906000.0 10024.3 NA 180 323 0 NA NA NA NA 449 472 0 NA NA NA NA 503 405 356 NA NA NA NA 880 375 366 NA NA NA
1497906000.0 10024.4 NA 187 566 0 NA NA NA NA 449 728 0 NA NA NA NA 469 910 614 NA NA NA NA 295 787 623 NA NA NA
1497906000.0 10024.5 NA 179 370 0 NA NA NA NA 448 520 0 NA NA NA NA 578 450 408 NA NA NA NA 393 400 416 NA NA NA
1497906000.0 10024.6 NA 190 552 0 NA NA NA NA 449 723 0 NA NA NA NA 466 914 607 NA NA NA NA 290 723 615 NA NA NA
1497906000.0 10025.0 NA 166 484 89 0 NA NA NA 449 691 151 0 NA NA NA 597 1681 78 542 NA NA NA 6324 21153 328 564 NA NA
1497906000.0 10026.0 NA 190 508 93 0 NA NA NA 448 744 152 0 NA NA NA 475 1304 69 506 NA NA NA 352 1387 127 523 NA NA
1497906000.0 1003.0 NA 300 0 NA NA NA NA NA 420 0 NA NA NA NA NA 3486 416 NA NA NA NA NA 1318 422 NA NA NA NA
1497906000.0 1004.0 NA 330 360 0 0 0 0 NA 430 449 0 0 0 0 NA 423 363 5 18 299 304 NA 325 285 22 32 309 302
1497906000.0 10042.0 NA 185 552 99 0 NA NA NA 448 719 152 0 NA NA NA 411 734 69 530 NA NA NA 240 616 105 537 NA NA
1497906000.0 10059.0 NA 186 577 97 0 NA NA NA 448 737 153 0 NA NA NA 531 1442 86 662 NA NA NA 296 971 128 730 NA NA
1497906000.0 10071.0 NA 187 565 99 0 NA NA NA 448 742 152 0 NA NA NA 470 1117 89 617 NA NA NA 498 856 131 652 NA NA
1497906000.0 101.0 80 NA NA NA NA NA NA 164 NA NA NA NA NA NA 1167 NA NA NA NA NA NA 1177 NA NA NA NA NA NA
1497906000.0 1010.0 NA 70 40 0 NA NA NA NA 150 92 0 NA NA NA NA 103 33 31 NA NA NA NA 79 30 36 NA NA NA
1497906000.0 102.0 81 NA NA NA NA NA NA 165 NA NA NA NA NA NA 830 NA NA NA NA NA NA 843 NA NA NA NA NA NA
1497906000.0 1020.0 NA 38 NA NA NA NA NA NA 125 NA NA NA NA NA NA 82 NA NA NA NA NA NA 85 NA NA NA NA NA
1497906000.0 10224.0 NA 294 797 0 NA NA NA NA 465 1011 0 NA NA NA NA 1963 2631 557 NA NA NA NA 1371 1302 563 NA NA NA
1497906000.0 10225.0 NA 278 791 0 NA NA NA NA 466 1020 0 NA NA NA NA 3577 4960 989 NA NA NA NA 3454 2713 1008 NA NA NA
1497906000.0 103.0 36 0 0 NA NA NA NA 96 0 0 NA NA NA NA 987 138 378 NA NA NA NA 524 67 402 NA NA NA NA
1497906000.0 10424.0 NA 177 565 0 NA NA NA NA 447 734 0 NA NA NA NA 456 918 588 NA NA NA NA 418 753 596 NA NA NA
1497906000.0 105.0 81 80 30 NA NA NA NA 180 363 81 NA NA NA NA 3607 358 2 NA NA NA NA 1369 203 44 NA NA NA NA
1497906000.0 106.0 35 0 0 NA NA NA NA 96 0 0 NA NA NA NA 1012 225 337 NA NA NA NA 537 101 329 NA NA NA NA
1497906000.0 107.0 91 87 372 NA NA NA NA 194 363 485 NA NA NA NA 3397 290 432 NA NA NA NA 1198 129 358 NA NA NA NA
1497906000.0 108.0 94 88 375 NA NA NA NA 195 363 502 NA NA NA NA 6646 332 597 NA NA NA NA 3271 149 481 NA NA NA NA
1497906000.0 10823.0 66 171 546 98 0 NA NA 138 440 715 151 0 NA NA 1767 406 739 77 578 NA NA 920 245 969 113 617 NA NA
1497906000.0 10824.0 76 183 560 93 0 NA NA 146 439 738 153 0 NA NA 8157 665 1312 80 619 NA NA 4676 1024 1069 133 628 NA NA
1497906000.0 10825.0 71 187 490 93 0 NA NA 140 438 725 152 0 NA NA 3571 428 899 67 497 NA NA 1572 255 1243 127 520 NA NA
1497906000.0 10826.0 77 181 563 97 0 NA NA 148 440 729 152 0 NA NA 14203 1183 2109 95 718 NA NA 6418 559 4487 166 725 NA NA
1497906000.0 10842.0 56 167 543 98 0 NA NA 123 440 726 152 0 NA NA 2737 275 702 69 585 NA NA 1868 212 666 115 598 NA NA
1497906000.0 109.0 95 99 378 NA NA NA NA 193 363 498 NA NA NA NA 4185 306 497 NA NA NA NA 1629 147 370 NA NA NA NA
1497906000.0 11.0 NA 100 471 0 59 NA NA NA 375 582 0 116 NA NA NA 1417 950 408 23 NA NA NA 432 641 418 25 NA NA
1497906000.0 110.0 53 80 364 NA NA NA NA 127 362 474 NA NA NA NA 1200 506 657 NA NA NA NA 539 220 588 NA NA NA NA
1497906000.0 1102.0 NA 105 383 124 67 NA NA NA 386 488 229 160 NA NA NA 1637 2637 1884 170 NA NA NA 670 966 661 136 NA NA
1497906000.0 111.0 91 89 370 NA NA NA NA 188 364 476 NA NA NA NA 3090 286 508 NA NA NA NA 1276 169 435 NA NA NA NA
1497906000.0 112.0 96 95 370 NA NA NA NA 194 363 480 NA NA NA NA 3334 293 410 NA NA NA NA 2056 134 354 NA NA NA NA
1497906000.0 11224.0 72 182 558 0 NA NA NA 147 437 721 0 NA NA NA 8285 629 1389 556 NA NA NA 2868 307 1249 633 NA NA NA
1497906000.0 113.0 90 95 371 NA NA NA NA 188 362 482 NA NA NA NA 3030 278 407 NA NA NA NA 1048 144 332 NA NA NA NA
1497906000.0 114.0 89 87 371 NA NA NA NA 189 363 477 NA NA NA NA 3065 286 412 NA NA NA NA 1025 130 331 NA NA NA NA
1497906000.0 115.0 92 97 372 NA NA NA NA 194 362 492 NA NA NA NA 5055 299 508 NA NA NA NA 2389 141 402 NA NA NA NA
1497906000.0 116.0 91 85 381 NA NA NA NA 189 363 475 NA NA NA NA 3605 275 446 NA NA NA NA 1442 130 372 NA NA NA NA
1497906000.0 117.0 98 87 380 NA NA NA NA 192 363 495 NA NA NA NA 5326 309 527 NA NA NA NA 1741 144 405 NA NA NA NA
1497906000.0 118.0 91 87 379 NA NA NA NA 191 362 485 NA NA NA NA 6152 336 596 NA NA NA NA 2470 158 592 NA NA NA NA
1497906000.0 119.0 87 94 369 NA NA NA NA 189 362 474 NA NA NA NA 2796 284 413 NA NA NA NA 948 132 366 NA NA NA NA
1497906000.0 12.0 NA 111 389 0 NA NA NA NA 375 492 0 NA NA NA NA 1469 1525 341 NA NA NA NA 476 680 347 NA NA NA
1497906000.0 120.0 59 78 362 NA NA NA NA 132 363 492 NA NA NA NA 1090 383 563 NA NA NA NA 507 171 513 NA NA NA NA
1497906000.0 121.0 88 100 381 NA NA NA NA 188 362 483 NA NA NA NA 3801 311 511 NA NA NA NA 1305 141 365 NA NA NA NA
1497906000.0 122.0 51 80 359 NA NA NA NA 135 362 474 NA NA NA NA 1375 263 600 NA NA NA NA 855 142 562 NA NA NA NA
1497906000.0 123.1 367 NA NA NA NA NA NA 503 NA NA NA NA NA NA 1167 NA NA NA NA NA NA 515 NA NA NA NA NA NA
1497906000.0 123.2 371 NA NA NA NA NA NA 500 NA NA NA NA NA NA 1177 NA NA NA NA NA NA 544 NA NA NA NA NA NA
1497906000.0 123.3 278 NA NA NA NA NA NA 497 NA NA NA NA NA NA 738 NA NA NA NA NA NA 395 NA NA NA NA NA NA
