Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1498424400.0 10004.0 NA 164 454 90 0 NA 444 696 134 0 NA 523 858 68 507 NA 484 1315 127 528
1498424400.0 10005.0 NA 163 549 88 0 NA 445 706 133 0 NA 396 724 77 525 NA 248 705 118 540
1498424400.0 10006.0 NA 159 548 95 0 NA 444 705 134 0 NA 373 686 79 550 NA 245 678 124 560
1498424400.0 10825.0 76 183 573 91 0 127 434 705 135 0 3267 418 765 63 572 1146 675 651 94 1116
1498424400.0 10826.0 81 182 577 95 0 134 430 695 135 0 6800 505 1215 80 575 2249 277 826 131 583
1498424400.0 1306.0 NA 194 537 0 NA NA 474 643 0 NA NA 389 596 772 NA NA 449 621 791 NA
1498424400.0 1313.0 NA 217 559 0 NA NA 472 653 0 NA NA 564 1087 883 NA NA 318 718 893 NA
1498424400.0 1320.0 NA 191 450 0 NA NA 468 648 0 NA NA 580 853 809 NA NA 394 1214 832 NA
1498424400.0 1322.0 NA 198 540 0 NA NA 469 631 0 NA NA 454 745 831 NA NA 291 593 846 NA
1498424400.0 1337.0 NA 226 576 0 NA NA 462 660 0 NA NA 876 1178 881 NA NA 452 707 898 NA
1498424400.0 1348.0 NA 204 546 0 NA NA 469 657 0 NA NA 457 812 898 NA NA 285 659 906 NA
1498424400.0 1355.0 NA 216 463 0 NA NA 468 656 0 NA NA 645 1020 871 NA NA 413 1306 897 NA
1498424400.0 136.722 NA 193 492 0 NA NA 302 602 0 NA NA 2722 6349 586 NA NA 902 2101 596 NA
1498424400.0 136.725 NA 197 493 0 NA NA 301 596 0 NA NA 2601 6389 608 NA NA 856 2104 628 NA
1498424400.0 136.734 NA 198 484 0 NA NA 295 572 0 NA NA 2772 6368 601 NA NA 1108 2210 610 NA
1498424400.0 136.736 NA 212 489 0 NA NA 321 607 0 NA NA 3940 9524 561 NA NA 1464 2999 600 NA
1498424400.0 136.738 NA 211 498 0 NA NA 310 603 0 NA NA 4405 9792 508 NA NA 1591 3116 528 NA
1498424400.0 136.741 NA 217 500 0 NA NA 324 611 0 NA NA 4769 9785 502 NA NA 1670 3031 527 NA
1498424400.0 136.746 NA 210 450 0 NA NA 316 598 0 NA NA 6064 14432 586 NA NA 2689 6257 605 NA
1498424400.0 136.747 NA 209 455 0 NA NA 317 603 0 NA NA 5340 13423 600 NA NA 2485 6044 623 NA
1498424400.0 136.762 NA 236 509 0 NA NA 363 688 0 NA NA 7588 18203 536 NA NA 2166 5423 547 NA
1498424400.0 136.767 NA 207 498 0 NA NA 304 610 0 NA NA 3122 10233 549 NA NA 1311 3254 557 NA
1498424400.0 136.774 NA 219 453 0 NA NA 307 604 0 NA NA 6337 14092 582 NA NA 2703 6163 615 NA
1498424400.0 136.776 NA 208 491 0 NA NA 296 583 0 NA NA 3485 8387 561 NA NA 1411 2771 576 NA
1498424400.0 139902.0 NA 216 559 0 NA NA 469 657 0 NA NA 578 969 867 NA NA 333 685 875 NA
1498424400.0 145.0 NA 188 390 0 NA NA 492 517 0 NA NA 2044 1962 143 NA NA 1918 1394 162 NA
1498424400.0 24034.0 87 295 412 0 NA 136 362 495 0 NA 6437 1761 864 456 NA 2375 813 695 463 NA
1498424400.0 24034.2 102 301 415 0 NA 157 375 501 0 NA 6373 1688 908 462 NA 2241 849 721 468 NA
1498424400.0 250199.17 231 NA NA NA NA 407 NA NA NA NA 4264 NA NA NA NA 2303 NA NA NA NA
1498424400.0 250200.117 76 322 234 NA NA 128 474 308 NA NA 3367 982 789 NA NA 1158 842 425 NA NA
1498424400.0 250202.17 NA 351 460 0 NA NA 536 830 0 NA NA 7029 2890 571 NA NA 4370 2199 628 NA
1498424400.0 250203.17 NA 352 548 0 NA NA 550 828 0 NA NA 7058 2844 573 NA NA 4057 2203 640 NA
1498424400.0 250204.17 NA 348 538 0 NA NA 526 829 0 NA NA 6666 2891 584 NA NA 4560 2008 645 NA
1498424400.0 250205.17 NA 333 475 0 NA NA 510 838 0 NA NA 6796 2848 564 NA NA 5105 2115 570 NA
1498424400.0 250206.17 NA 325 395 0 NA NA 516 825 0 NA NA 6657 2764 569 NA NA 4856 2194 582 NA
1498424400.0 250207.17 NA 313 557 0 NA NA 510 838 0 NA NA 6114 2606 571 NA NA 4570 2113 584 NA
1498424400.0 25200.0 NA 296 764 0 NA NA 510 954 0 NA NA 2218 2379 854 NA NA 1806 1341 861 NA
1498424400.0 25202.0 NA 327 760 0 NA NA 509 979 0 NA NA 2326 2679 908 NA NA 1631 1357 922 NA
1498424400.0 25205.0 NA 316 779 0 NA NA 501 958 0 NA NA 2302 2461 844 NA NA 2089 2693 857 NA
1498424400.0 25212.0 85 283 716 0 NA 209 481 969 0 NA 3748 1953 2393 894 NA 2527 1049 1534 905 NA
1498424400.0 25213.0 87 299 765 0 NA 210 490 982 0 NA 4415 2085 2487 854 NA 2443 1903 1458 1252 NA
