Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1498424400.0 1010.0 NA 24 33 0 NA 152 160 0 NA 8 35 104 NA 28 80 134
1498424400.0 1020.0 NA 33 NA NA NA 181 NA NA NA 44 NA NA NA 100 NA NA
1498424400.0 134.702 NA 28 NA NA NA 157 NA NA NA 127 NA NA NA 287 NA NA
1498424400.0 134.703 NA 30 NA NA NA 161 NA NA NA 125 NA NA NA 157 NA NA
1498424400.0 134.707 NA 39 NA NA NA 160 NA NA NA 65 NA NA NA 81 NA NA
1498424400.0 134.803 NA 27 NA NA NA 164 NA NA NA 151 NA NA NA 212 NA NA
1498424400.0 134.804 NA 29 NA NA NA 163 NA NA NA 152 NA NA NA 212 NA NA
1498424400.0 134.805 NA 30 NA NA NA 168 NA NA NA 115 NA NA NA 166 NA NA
1498424400.0 134.906 NA 28 NA NA NA 163 NA NA NA 141 NA NA NA 287 NA NA
1498424400.0 134.912 NA 28 NA NA NA 159 NA NA NA 116 NA NA NA 142 NA NA
1498424400.0 134.99901 NA 31 NA NA NA 162 NA NA NA 130 NA NA NA 175 NA NA
1498424400.0 140.51 NA 35 NA NA NA 146 NA NA NA 630 NA NA NA 782 NA NA
1498424400.0 4.4 NA 24 NA NA NA 153 NA NA NA 99 NA NA NA 144 NA NA
1498424400.0 4.41 NA 27 NA NA NA 152 NA NA NA 120 NA NA NA 206 NA NA
1498424400.0 4.51 NA 27 NA NA NA 153 NA NA NA 120 NA NA NA 206 NA NA
1498424400.0 4.52 NA 27 NA NA NA 152 NA NA NA 134 NA NA NA 179 NA NA
1498424400.0 4.55 NA 24 NA NA NA 152 NA NA NA 102 NA NA NA 138 NA NA
1498424400.0 4.61 NA 28 NA NA NA 152 NA NA NA 68 NA NA NA 127 NA NA
1498424400.0 4.62 NA 26 NA NA NA 153 NA NA NA 131 NA NA NA 250 NA NA
1498424400.0 4.63 NA 24 NA NA NA 152 NA NA NA 137 NA NA NA 275 NA NA
1498424400.0 4.65 NA 26 NA NA NA 152 NA NA NA 147 NA NA NA 197 NA NA
1498424400.0 4.71 NA 24 NA NA NA 152 NA NA NA 86 NA NA NA 121 NA NA
1498424400.0 4.77 NA 52 NA NA NA 176 NA NA NA 78 NA NA NA 105 NA NA
1498424400.0 503.0 29 0 NA NA 146 0 NA NA 89 11 NA NA 125 16 NA NA
1498424400.0 504.0 28 0 NA NA 147 0 NA NA 58 18 NA NA 85 28 NA NA
1498424400.0 506.0 35 0 NA NA 146 0 NA NA 30 12 NA NA 36 19 NA NA
1498424400.0 507.0 29 0 NA NA 146 0 NA NA 85 17 NA NA 98 35 NA NA
1498424400.0 508.0 29 0 NA NA 146 0 NA NA 40 18 NA NA 52 28 NA NA
1498424400.0 509.0 27 0 NA NA 145 0 NA NA 30 19 NA NA 47 56 NA NA
1498424400.0 510.0 28 0 NA NA 146 0 NA NA 163 18 NA NA 242 53 NA NA
1498424400.0 531.0 54 0 NA NA 256 0 NA NA 54 11 NA NA 87 16 NA NA
1498424400.0 534.0 33 0 NA NA 159 0 NA NA 67 18 NA NA 99 44 NA NA
1498424400.0 541.0 37 0 NA NA 158 0 NA NA 65 18 NA NA 95 28 NA NA
1498424400.0 545.0 39 0 NA NA 158 0 NA NA 60 12 NA NA 90 17 NA NA
1498424400.0 561.0 30 0 NA NA 146 0 NA NA 68 18 NA NA 77 23 NA NA
