Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1498165200.0 1010.0 NA 43 38 0 NA 176 145 0 NA 32 14 49 NA 53 36 53
1498165200.0 1020.0 NA 33 NA NA NA 181 NA NA NA 42 NA NA NA 88 NA NA
1498165200.0 134.701 NA 32 NA NA NA 161 NA NA NA 67 NA NA NA 92 NA NA
1498165200.0 134.702 NA 27 NA NA NA 157 NA NA NA 75 NA NA NA 93 NA NA
1498165200.0 134.703 NA 32 NA NA NA 164 NA NA NA 76 NA NA NA 88 NA NA
1498165200.0 134.704 NA 35 NA NA NA 157 NA NA NA 85 NA NA NA 113 NA NA
1498165200.0 134.705 NA 37 NA NA NA 162 NA NA NA 77 NA NA NA 98 NA NA
1498165200.0 134.706 NA 37 NA NA NA 162 NA NA NA 89 NA NA NA 108 NA NA
1498165200.0 134.707 NA 30 NA NA NA 160 NA NA NA 75 NA NA NA 156 NA NA
1498165200.0 134.708 NA 34 NA NA NA 158 NA NA NA 69 NA NA NA 89 NA NA
1498165200.0 134.709 NA 31 NA NA NA 163 NA NA NA 85 NA NA NA 108 NA NA
1498165200.0 134.71 NA 24 NA NA NA 153 NA NA NA 73 NA NA NA 85 NA NA
1498165200.0 134.801 NA 35 NA NA NA 161 NA NA NA 79 NA NA NA 100 NA NA
1498165200.0 134.802 NA 30 NA NA NA 163 NA NA NA 105 NA NA NA 149 NA NA
1498165200.0 134.803 NA 32 NA NA NA 164 NA NA NA 85 NA NA NA 258 NA NA
1498165200.0 134.804 NA 29 NA NA NA 163 NA NA NA 91 NA NA NA 135 NA NA
1498165200.0 134.805 NA 36 NA NA NA 168 NA NA NA 80 NA NA NA 96 NA NA
1498165200.0 134.806 NA 28 NA NA NA 162 NA NA NA 107 NA NA NA 128 NA NA
1498165200.0 134.807 NA 83 NA NA NA 231 NA NA NA 410 NA NA NA 551 NA NA
1498165200.0 134.808 NA 75 NA NA NA 231 NA NA NA 408 NA NA NA 469 NA NA
1498165200.0 134.809 NA 28 NA NA NA 161 NA NA NA 101 NA NA NA 123 NA NA
1498165200.0 134.81 NA 26 NA NA NA 162 NA NA NA 92 NA NA NA 155 NA NA
1498165200.0 134.811 NA 30 NA NA NA 162 NA NA NA 91 NA NA NA 276 NA NA
1498165200.0 134.812 NA 34 NA NA NA 159 NA NA NA 77 NA NA NA 96 NA NA
1498165200.0 134.901 NA 35 NA NA NA 161 NA NA NA 80 NA NA NA 174 NA NA
1498165200.0 134.902 NA 37 NA NA NA 165 NA NA NA 91 NA NA NA 113 NA NA
1498165200.0 134.903 NA 34 NA NA NA 165 NA NA NA 86 NA NA NA 116 NA NA
1498165200.0 134.904 NA 29 NA NA NA 163 NA NA NA 94 NA NA NA 119 NA NA
1498165200.0 134.905 NA 33 NA NA NA 163 NA NA NA 91 NA NA NA 137 NA NA
1498165200.0 134.906 NA 26 NA NA NA 163 NA NA NA 93 NA NA NA 201 NA NA
1498165200.0 134.907 NA 74 NA NA NA 231 NA NA NA 316 NA NA NA 387 NA NA
1498165200.0 134.908 NA 76 NA NA NA 233 NA NA NA 286 NA NA NA 317 NA NA
1498165200.0 134.909 NA 28 NA NA NA 164 NA NA NA 81 NA NA NA 117 NA NA
1498165200.0 134.91 NA 27 NA NA NA 163 NA NA NA 79 NA NA NA 140 NA NA
1498165200.0 134.911 NA 29 NA NA NA 162 NA NA NA 93 NA NA NA 112 NA NA
1498165200.0 134.912 NA 33 NA NA NA 160 NA NA NA 67 NA NA NA 325 NA NA
1498165200.0 134.99601 NA 32 NA NA NA 162 NA NA NA 111 NA NA NA 132 NA NA
1498165200.0 134.99602 NA 32 NA NA NA 163 NA NA NA 80 NA NA NA 97 NA NA
1498165200.0 134.99603 NA 27 NA NA NA 163 NA NA NA 92 NA NA NA 157 NA NA
1498165200.0 134.99901 NA 29 NA NA NA 163 NA NA NA 91 NA NA NA 110 NA NA
1498165200.0 140.51 NA 36 NA NA NA 147 NA NA NA 319 NA NA NA 400 NA NA
1498165200.0 4.17 NA 26 NA NA NA 152 NA NA NA 57 NA NA NA 66 NA NA
