Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1497042000.0 134.701 NA 37 NA NA 162 NA NA 109 NA NA 163 NA
1497042000.0 134.702 NA 33 NA NA 158 NA NA 95 NA NA 122 NA
1497042000.0 134.705 NA 39 NA NA 164 NA NA 105 NA NA 138 NA
1497042000.0 134.706 NA 42 NA NA 163 NA NA 94 NA NA 116 NA
1497042000.0 134.707 NA 33 NA NA 161 NA NA 94 NA NA 194 NA
1497042000.0 134.708 NA 37 NA NA 159 NA NA 90 NA NA 105 NA
1497042000.0 134.709 NA 36 NA NA 165 NA NA 110 NA NA 167 NA
1497042000.0 134.801 NA 37 NA NA 163 NA NA 83 NA NA 110 NA
1497042000.0 134.802 NA 36 NA NA 165 NA NA 113 NA NA 137 NA
1497042000.0 134.803 NA 37 NA NA 165 NA NA 110 NA NA 134 NA
1497042000.0 134.804 NA 35 NA NA 164 NA NA 114 NA NA 140 NA
1497042000.0 134.805 NA 34 NA NA 169 NA NA 115 NA NA 140 NA
1497042000.0 134.806 NA 36 NA NA 162 NA NA 118 NA NA 139 NA
1497042000.0 134.807 NA 80 NA NA 233 NA NA 478 NA NA 541 NA
1497042000.0 134.808 NA 85 NA NA 232 NA NA 513 NA NA 578 NA
1497042000.0 134.809 NA 33 NA NA 162 NA NA 113 NA NA 135 NA
1497042000.0 134.81 NA 32 NA NA 161 NA NA 114 NA NA 140 NA
1497042000.0 134.811 NA 38 NA NA 164 NA NA 113 NA NA 163 NA
1497042000.0 134.903 NA 36 NA NA 166 NA NA 97 NA NA 168 NA
1497042000.0 134.905 NA 35 NA NA 164 NA NA 96 NA NA 116 NA
1497042000.0 134.91 NA 33 NA NA 164 NA NA 98 NA NA 116 NA
1497042000.0 134.911 NA 31 NA NA 164 NA NA 114 NA NA 143 NA
1497042000.0 134.912 NA 32 NA NA 161 NA NA 60 NA NA 71 NA
1497042000.0 134.99601 NA 38 NA NA 164 NA NA 124 NA NA 143 NA
1497042000.0 134.99602 NA 35 NA NA 165 NA NA 105 NA NA 123 NA
1497042000.0 134.99603 NA 37 NA NA 164 NA NA 112 NA NA 134 NA
1497042000.0 140.51 NA 36 NA NA 148 NA NA 324 NA NA 422 NA
1497042000.0 4.17 NA 35 NA NA 153 NA NA 75 NA NA 90 NA
1497042000.0 4.25 NA 66 NA NA 184 NA NA 49 NA NA 69 NA
1497042000.0 4.29 NA 33 NA NA 155 NA NA 73 NA NA 91 NA
1497042000.0 4.34 NA 62 NA NA 193 NA NA 69 NA NA 139 NA
1497042000.0 4.37 NA 63 NA NA 180 NA NA 80 NA NA 108 NA
1497042000.0 4.42 NA 34 NA NA 155 NA NA 92 NA NA 122 NA
1497042000.0 4.45 NA 32 NA NA 154 NA NA 98 NA NA 121 NA
1497042000.0 4.51 NA 25 NA NA 155 NA NA 101 NA NA 170 NA
1497042000.0 4.52 NA 29 NA NA 153 NA NA 98 NA NA 118 NA
1497042000.0 4.53 NA 33 NA NA 154 NA NA 93 NA NA 111 NA
1497042000.0 4.54 NA 30 NA NA 154 NA NA 96 NA NA 132 NA
1497042000.0 4.55 NA 33 NA NA 154 NA NA 102 NA NA 122 NA
1497042000.0 4.58 NA 50 NA NA 172 NA NA 95 NA NA 114 NA
1497042000.0 4.61 NA 26 NA NA 154 NA NA 93 NA NA 251 NA
1497042000.0 4.62 NA 34 NA NA 154 NA NA 99 NA NA 174 NA
1497042000.0 4.64 NA 27 NA NA 153 NA NA 99 NA NA 117 NA
1497042000.0 4.67 NA 58 NA NA 178 NA NA 115 NA NA 151 NA
1497042000.0 4.71 NA 33 NA NA 154 NA NA 91 NA NA 117 NA
1497042000.0 4.72 NA 29 NA NA 153 NA NA 101 NA NA 158 NA
1497042000.0 4.73 NA 29 NA NA 158 NA NA 97 NA NA 124 NA
1497042000.0 4.74 NA 29 NA NA 154 NA NA 94 NA NA 138 NA
1497042000.0 4.75 NA 32 NA NA 154 NA NA 99 NA NA 116 NA
1497042000.0 4.76 NA 61 NA NA 183 NA NA 117 NA NA 144 NA
1497042000.0 4.77 NA 54 NA NA 177 NA NA 114 NA NA 153 NA
1497042000.0 4.78 NA 51 NA NA 174 NA NA 105 NA NA 123 NA
1497042000.0 517.0 15 34 0 201 150 0 1270 34 10 1427 39 15
1497042000.0 522.0 16 39 0 201 152 0 2005 51 18 3765 65 25
1497042000.0 527.0 15 38 0 201 151 0 1274 39 10 1437 52 15
