Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1498510800.0 10001.0 NA 243 594 94 0 NA 614 779 145 0 NA 387 813 97 716 NA 240 679 115 723
1498510800.0 10002.0 NA 226 576 103 0 NA 623 787 153 0 NA 397 803 106 731 NA 260 671 131 740
1498510800.0 10003.0 NA 225 585 100 0 NA 607 823 155 0 NA 405 849 101 708 NA 252 706 116 717
1498510800.0 10004.0 NA 263 594 93 0 NA 612 782 151 0 NA 392 826 103 778 NA 242 704 128 785
1498510800.0 10005.0 NA 265 573 103 0 NA 610 803 151 0 NA 386 816 116 725 NA 246 707 141 732
1498510800.0 10006.0 NA 248 584 99 0 NA 612 785 151 0 NA 442 776 98 714 NA 264 676 118 725
1498510800.0 10007.0 NA 242 584 108 0 NA 599 829 165 0 NA 425 867 113 772 NA 256 706 131 782
1498510800.0 10008.0 NA 233 578 112 0 NA 615 785 163 0 NA 404 838 149 728 NA 258 688 171 743
1498510800.0 10009.0 NA 241 587 109 0 NA 616 788 165 0 NA 518 851 119 741 NA 284 706 130 750
1498510800.0 10023.0 NA 232 600 104 0 NA 625 826 153 0 NA 378 860 107 763 NA 253 730 133 771
1498510800.0 10024.0 NA 244 606 112 0 NA 620 811 163 0 NA 569 1010 166 782 NA 296 768 165 796
1498510800.0 10024.1 NA 241 382 0 NA NA 611 529 0 NA NA 544 436 357 NA NA 294 386 363 NA
1498510800.0 10024.2 NA 228 592 0 NA NA 614 806 0 NA NA 520 992 778 NA NA 292 737 786 NA
1498510800.0 10024.3 NA 231 344 0 NA NA 624 473 0 NA NA 611 388 290 NA NA 521 343 297 NA
1498510800.0 10024.4 NA 245 600 0 NA NA 609 808 0 NA NA 599 950 792 NA NA 518 860 811 NA
1498510800.0 10024.5 NA 229 384 0 NA NA 607 564 0 NA NA 619 432 337 NA NA 527 380 348 NA
1498510800.0 1316.0 NA 112 528 0 NA NA 535 630 0 NA NA 448 506 338 NA NA 227 435 346 NA
1498510800.0 1317.0 NA 132 499 0 NA NA 530 648 0 NA NA 286 593 341 NA NA 168 540 352 NA
1498510800.0 1318.0 NA 147 499 0 NA NA 528 642 0 NA NA 301 575 330 NA NA 169 526 340 NA
1498510800.0 1319.0 NA 122 531 0 NA NA 520 634 0 NA NA 437 489 351 NA NA 216 448 361 NA
1498510800.0 1320.0 NA 153 502 0 NA NA 533 625 0 NA NA 368 570 340 NA NA 176 514 348 NA
1498510800.0 1321.0 NA 119 503 0 NA NA 538 630 0 NA NA 307 598 347 NA NA 183 530 358 NA
1498510800.0 1322.0 NA 117 524 0 NA NA 534 645 0 NA NA 500 542 343 NA NA 254 460 350 NA
1498510800.0 1323.0 NA 125 506 0 NA NA 520 648 0 NA NA 290 575 336 NA NA 166 512 345 NA
1498510800.0 1324.0 NA 131 512 0 NA NA 526 677 0 NA NA 327 763 387 NA NA 196 592 403 NA
1498510800.0 1325.0 NA 134 536 0 89 NA 517 643 0 128 NA 368 689 400 57 NA 217 506 409 91
1498510800.0 1325.1 NA 134 328 0 NA NA 520 426 0 NA NA 368 342 315 NA NA 219 283 321 NA
1498510800.0 1325.2 NA 142 538 0 NA NA 543 647 0 NA NA 352 708 396 NA NA 205 517 410 NA
1498510800.0 1325.3 NA 132 306 0 NA NA 534 403 0 NA NA 368 322 316 NA NA 233 267 322 NA
1498510800.0 1325.4 NA 135 519 0 NA NA 533 671 0 NA NA 363 763 431 NA NA 239 550 438 NA
1498510800.0 1326.0 NA 127 517 0 NA NA 536 651 0 NA NA 338 618 399 NA NA 227 532 407 NA
1498510800.0 1327.0 NA 129 493 0 NA NA 519 640 0 NA NA 340 668 397 NA NA 204 679 415 NA
1498510800.0 1328.0 NA 128 505 0 NA NA 536 692 0 NA NA 345 743 410 NA NA 223 673 422 NA
1498510800.0 1329.0 NA 126 496 0 NA NA 526 641 0 NA NA 323 657 410 NA NA 214 658 429 NA
1498510800.0 1330.0 NA 129 495 0 NA NA 528 657 0 NA NA 353 730 380 NA NA 211 776 401 NA
1498510800.0 1331.0 NA 125 495 0 NA NA 533 628 0 NA NA 315 679 385 NA NA 222 765 401 NA
1498510800.0 1332.0 NA 128 494 0 NA NA 534 625 0 NA NA 313 693 392 NA NA 222 779 413 NA
1498510800.0 1333.0 NA 129 493 0 NA NA 533 670 0 NA NA 404 667 394 NA NA 391 714 414 NA
1498510800.0 1334.0 NA 131 494 0 NA NA 535 626 0 NA NA 400 713 443 NA NA 395 714 466 NA
1498510800.0 1335.0 NA 127 486 0 NA NA 526 628 0 NA NA 399 671 385 NA NA 386 714 410 NA
1498510800.0 1364.0 NA 127 477 0 NA NA 517 643 0 NA NA 305 630 364 NA NA 185 678 371 NA
1498510800.0 1365.0 NA 118 497 0 NA NA 533 682 0 NA NA 468 687 374 NA NA 389 863 391 NA
1498510800.0 1366.0 NA 120 494 0 NA NA 514 668 0 NA NA 422 661 371 NA NA 533 840 388 NA
1498510800.0 13992501.0 NA 248 719 0 NA NA 545 1095 0 NA NA 1794 2530 433 NA NA 2525 1478 443 NA
1498510800.0 13992502.0 NA 239 744 0 NA NA 535 1053 0 NA NA 2039 2604 436 NA NA 2201 1363 444 NA
1498510800.0 250206.0 NA 308 603 0 NA NA 735 777 0 NA NA 5626 1793 450 NA NA 2062 814 463 NA
1498510800.0 250206.17 NA 405 673 0 NA NA 965 924 0 NA NA 6514 2347 879 NA NA 2903 1111 890 NA
1498510800.0 250207.0 NA 322 586 0 NA NA 740 764 0 NA NA 4699 1552 461 NA NA 1919 864 487 NA
1498510800.0 250207.17 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1498510800.0 250399.0 223 NA NA NA NA 568 NA NA NA NA 1413 NA NA NA NA 2640 NA NA NA NA
1498510800.0 250400.0 414 0 132 NA NA 691 0 190 NA NA 758 126 176 NA NA 481 132 126 NA NA
1498510800.0 250402.0 420 0 134 NA NA 675 0 182 NA NA 863 149 205 NA NA 702 155 135 NA NA
1498510800.0 250403.0 413 0 121 NA NA 686 0 182 NA NA 731 137 172 NA NA 425 150 135 NA NA
1498510800.0 250405.0 411 0 122 NA NA 691 0 191 NA NA 763 148 178 NA NA 453 153 152 NA NA
1498510800.0 250406.0 374 0 123 NA NA 685 0 181 NA NA 489 110 113 NA NA 420 120 131 NA NA
1498510800.0 250407.0 341 0 120 NA NA 688 0 196 NA NA 667 92 171 NA NA 604 106 140 NA NA
1498510800.0 250408.0 416 0 125 NA NA 675 0 183 NA NA 778 145 197 NA NA 479 157 163 NA NA
1498510800.0 250409.0 434 0 126 NA NA 686 0 183 NA NA 1101 147 298 NA NA 768 160 181 NA NA
1498510800.0 25208.0 NA 245 756 0 NA NA 549 1040 0 NA NA 1762 3221 435 NA NA 2619 1474 448 NA
1498510800.0 25209.0 NA 219 709 0 NA NA 547 982 0 NA NA 1960 2549 435 NA NA 3506 1494 450 NA
1498510800.0 25214.0 NA 225 774 0 NA NA 546 991 0 NA NA 1679 2536 428 NA NA 2656 1506 441 NA
1498510800.0 25400.0 503 0 129 NA NA 679 0 182 NA NA 3468 166 162 NA NA 1735 173 119 NA NA
1498510800.0 25402.0 517 0 126 NA NA 723 0 187 NA NA 4299 185 214 NA NA 3415 204 157 NA NA
1498510800.0 25403.0 501 0 128 NA NA 767 0 184 NA NA 4231 175 193 NA NA 3995 190 163 NA NA
1498510800.0 25405.0 510 0 130 NA NA 729 0 181 NA NA 4039 166 168 NA NA 2302 187 136 NA NA
1498510800.0 25406.0 406 0 121 NA NA 698 0 185 NA NA 1449 141 133 NA NA 908 153 329 NA NA
1498510800.0 25407.0 437 0 119 NA NA 682 0 182 NA NA 3202 156 154 NA NA 2704 163 135 NA NA
1498510800.0 25408.0 529 0 134 NA NA 735 0 184 NA NA 4574 177 248 NA NA 3614 188 160 NA NA
1498510800.0 25409.0 522 0 123 NA NA 732 0 189 NA NA 4403 171 197 NA NA 4673 182 168 NA NA
1498510800.0 26234.0 83 302 413 0 NA 140 458 548 0 NA 5517 1879 933 455 NA 2000 819 923 462 NA
1498510800.0 26234.2 100 313 419 0 NA 167 455 536 0 NA 5625 1828 947 463 NA 2015 832 935 470 NA
1498510800.0 27034.0 90 313 415 0 NA 142 483 550 0 NA 5638 1724 889 441 NA 2632 925 738 450 NA
1498510800.0 27034.2 111 320 421 0 NA 169 432 570 0 NA 6052 1799 908 444 NA 2650 941 752 450 NA
1498510800.0 27434.0 91 312 414 0 NA 140 433 561 0 NA 5768 1721 894 436 NA 2618 931 738 448 NA
1498510800.0 4000.0 NA 179 388 NA NA NA 515 546 NA NA NA 1567 2103 NA NA NA 475 801 NA NA
1498510800.0 4001.0 NA 160 463 NA NA NA 530 602 NA NA NA 544 1127 NA NA NA 249 562 NA NA
1498510800.0 4002.0 NA 175 402 NA NA NA 517 514 NA NA NA 1404 1103 NA NA NA 408 542 NA NA
1498510800.0 4003.0 NA 148 387 NA NA NA 515 514 NA NA NA 1410 1222 NA NA NA 422 568 NA NA
1498510800.0 4006.0 61 162 435 NA NA 143 528 579 NA NA 1040 513 915 NA NA 434 224 524 NA NA
1498510800.0 4007.0 54 154 390 NA NA 121 527 529 NA NA 1027 192 439 NA NA 541 129 369 NA NA
1498510800.0 4008.0 45 0 0 NA NA 91 0 0 NA NA 598 182 251 NA NA 329 63 243 NA NA
1498510800.0 500199.0 197 NA NA NA NA 549 NA NA NA NA 3692 NA NA NA NA 2597 NA NA NA NA
1498510800.0 500200.0 NA 221 487 0 NA NA 533 601 0 NA NA 3294 1335 327 NA NA 1547 819 345 NA
1498510800.0 500200.1 108 211 251 NA NA 171 529 343 NA NA 2811 508 968 NA NA 1073 369 432 NA NA
1498510800.0 500202.0 NA 238 502 0 NA NA 546 649 0 NA NA 3738 1618 332 NA NA 1947 712 343 NA
1498510800.0 500203.0 NA 213 484 0 NA NA 545 621 0 NA NA 3426 1360 331 NA NA 1852 870 347 NA
1498510800.0 500204.0 NA 226 479 0 NA NA 534 630 0 NA NA 3411 1286 320 NA NA 1620 619 330 NA
1498510800.0 500205.0 NA 223 481 0 NA NA 545 612 0 NA NA 3268 1336 351 NA NA 1311 624 368 NA
1498510800.0 500206.0 NA 222 494 0 NA NA 547 639 0 NA NA 3456 1428 336 NA NA 1476 724 346 NA
1498510800.0 500207.0 NA 214 470 0 NA NA 533 616 0 NA NA 2928 1334 374 NA NA 1754 837 587 NA
1498510800.0 524.0 0 NA NA NA NA 0 NA NA NA NA 28 NA NA NA NA 46 NA NA NA NA
1498510800.0 525.0 0 NA NA NA NA 0 NA NA NA NA 217 NA NA NA NA 3547 NA NA NA NA
1498510800.0 526.0 0 NA NA NA NA 0 NA NA NA NA 872 NA NA NA NA 5174 NA NA NA NA
1498510800.0 527.0 0 NA NA NA NA 0 NA NA NA NA 26 NA NA NA NA 44 NA NA NA NA
1498510800.0 528.0 0 NA NA NA NA 0 NA NA NA NA 212 NA NA NA NA 3533 NA NA NA NA
1498510800.0 529.0 0 NA NA NA NA 0 NA NA NA NA 870 NA NA NA NA 5243 NA NA NA NA
1498510800.0 530.0 0 NA NA NA NA 0 NA NA NA NA 27 NA NA NA NA 48 NA NA NA NA
1498510800.0 531.0 73 0 NA NA NA 197 0 NA NA NA 53 10 NA NA NA 33 14 NA NA NA
1498510800.0 541.0 55 0 NA NA NA 94 0 NA NA NA 44 12 NA NA NA 43 16 NA NA NA
1498510800.0 545.0 54 0 NA NA NA 97 0 NA NA NA 40 11 NA NA NA 182 17 NA NA NA
1498510800.0 552.0 0 NA NA NA NA 0 NA NA NA NA 29 NA NA NA NA 57 NA NA NA NA
1498510800.0 554.0 0 NA NA NA NA 0 NA NA NA NA 22 NA NA NA NA 45 NA NA NA NA
