Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497474000.0 1.0 91 193 197 NA NA NA NA NA 187 500 292 NA NA NA NA NA 1261 274 196 NA NA NA NA NA 581 119 170 NA NA NA NA NA
1497474000.0 10.0 NA 157 409 0 NA NA NA NA NA 519 518 0 NA NA NA NA NA 1562 1782 430 NA NA NA NA NA 550 747 440 NA NA NA NA
1497474000.0 1000.0 NA 427 163 0 56 NA NA NA NA 560 238 0 101 NA NA NA NA 2518 492 643 109 NA NA NA NA 1116 307 652 118 NA NA NA
1497474000.0 10001.0 NA 212 591 99 0 NA NA NA NA 600 787 149 0 NA NA NA NA 400 809 75 832 NA NA NA NA 261 738 116 842 NA NA NA
1497474000.0 10002.0 NA 212 589 91 0 NA NA NA NA 600 744 142 0 NA NA NA NA 509 847 79 847 NA NA NA NA 296 787 114 857 NA NA NA
1497474000.0 10003.0 NA 210 576 100 0 NA NA NA NA 599 769 143 0 NA NA NA NA 414 934 81 866 NA NA NA NA 250 895 143 877 NA NA NA
1497474000.0 10004.0 NA 208 586 96 0 NA NA NA NA 583 783 152 0 NA NA NA NA 374 834 76 876 NA NA NA NA 238 765 123 926 NA NA NA
1497474000.0 10005.0 NA 208 588 101 0 NA NA NA NA 596 772 142 0 NA NA NA NA 561 822 79 821 NA NA NA NA 319 774 124 835 NA NA NA
1497474000.0 10006.0 NA 206 612 100 0 NA NA NA NA 600 791 151 0 NA NA NA NA 429 813 75 819 NA NA NA NA 255 766 115 829 NA NA NA
1497474000.0 10007.0 NA 192 572 101 0 NA NA NA NA 598 790 153 0 NA NA NA NA 485 1044 82 970 NA NA NA NA 283 940 124 1006 NA NA NA
