Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1498424400.0 10826.0 89 216 567 102 0 144 580 806 149 0 7347 495 1321 66 616 2700 267 871 102 645
1498424400.0 114.0 95 162 383 NA NA 200 498 501 NA NA 2424 461 409 NA NA 863 189 338 NA NA
1498424400.0 115.0 97 188 389 NA NA 206 500 493 NA NA 2724 364 459 NA NA 1002 148 374 NA NA
1498424400.0 116.0 99 181 369 NA NA 193 500 504 NA NA 2784 289 467 NA NA 1238 130 383 NA NA
1498424400.0 119.0 93 152 388 NA NA 206 499 501 NA NA 2432 272 423 NA NA 1082 136 362 NA NA
1498424400.0 121.0 97 169 410 NA NA 200 500 533 NA NA 3188 377 480 NA NA 1120 164 366 NA NA
1498424400.0 134.702 NA 44 429 0 NA NA 96 571 0 NA NA 90 3821 330 NA NA 51 1718 337 NA
1498424400.0 134.707 NA 39 435 0 NA NA 105 571 0 NA NA 90 3549 411 NA NA 70 1226 439 NA
1498424400.0 134.71 NA 40 423 0 NA NA 91 566 0 NA NA 79 2398 354 NA NA 41 1485 365 NA
1498424400.0 134.801 NA 40 434 0 NA NA 100 564 0 NA NA 85 2679 361 NA NA 45 999 374 NA
1498424400.0 134.901 NA 43 411 0 NA NA 97 564 0 NA NA 94 2762 361 NA NA 51 1120 372 NA
1498424400.0 134.902 NA 39 419 0 NA NA 103 566 0 NA NA 99 3528 385 NA NA 54 1521 393 NA
1498424400.0 134.904 NA 49 428 0 NA NA 113 576 0 NA NA 101 3995 360 NA NA 64 1398 372 NA
1498424400.0 134.909 NA 46 415 0 NA NA 106 563 0 NA NA 97 3385 365 NA NA 75 1204 372 NA
1498424400.0 134.91 NA 42 428 0 NA NA 107 529 0 NA NA 87 2907 388 NA NA 59 1041 395 NA
1498424400.0 134.912 NA 33 421 0 NA NA 95 544 0 NA NA 83 2410 381 NA NA 44 1254 394 NA
1498424400.0 134.99602 NA 38 427 0 NA NA 107 541 0 NA NA 100 2907 350 NA NA 55 1092 360 NA
1498424400.0 136.725 NA 214 482 0 NA NA 360 723 0 NA NA 2593 6042 647 NA NA 1368 2034 660 NA
1498424400.0 136.727 NA 295 496 0 NA NA 489 729 0 NA NA 8888 6244 593 NA NA 11305 2404 606 NA
1498424400.0 136.728 NA 299 486 0 NA NA 488 719 0 NA NA 10606 6685 580 NA NA 29877 2854 596 NA
1498424400.0 136.737 NA 234 505 0 NA NA 444 812 0 NA NA 5356 11573 563 NA NA 1670 3513 571 NA
1498424400.0 136.75 NA 238 544 0 NA NA 446 844 0 NA NA 6366 12134 585 NA NA 1839 3864 603 NA
1498424400.0 136.762 NA 265 528 0 NA NA 543 904 0 NA NA 7975 18865 613 NA NA 2322 5271 628 NA
1498424400.0 136.764 NA 254 508 0 NA NA 428 846 0 NA NA 7056 14836 599 NA NA 2273 4395 611 NA
1498424400.0 136.77 NA 237 526 0 NA NA 389 780 0 NA NA 4730 10539 577 NA NA 1857 3278 593 NA
1498424400.0 13992502.0 NA 367 786 0 NA NA 625 1042 0 NA NA 3221 2998 1079 NA NA 4501 1876 1205 NA
1498424400.0 250199.17 246 NA NA NA NA 565 NA NA NA NA 4703 NA NA NA NA 5179 NA NA NA NA
1498424400.0 250200.0 NA 429 613 0 NA NA 955 804 0 NA NA 9936 2186 939 NA NA 3952 1131 955 NA
1498424400.0 250200.117 73 369 279 NA NA 139 607 400 NA NA 3614 940 1076 NA NA 1379 634 740 NA NA
1498424400.0 250200.17 NA 393 649 0 NA NA 894 868 0 NA NA 6753 2125 569 NA NA 3617 1039 585 NA
1498424400.0 250202.17 NA 399 656 0 NA NA 848 901 0 NA NA 7148 2311 585 NA NA 3140 1186 614 NA
1498424400.0 250203.0 NA 444 630 0 NA NA 959 842 0 NA NA 9519 2319 1012 NA NA 3128 1187 1024 NA
1498424400.0 250204.0 NA 423 630 0 NA NA 963 824 0 NA NA 9644 2271 967 NA NA 3164 1181 983 NA
1498424400.0 250409.0 421 0 134 NA NA 691 0 187 NA NA 1246 163 261 NA NA 924 178 170 NA NA
1498424400.0 25200.0 NA 314 765 0 NA NA 618 1015 0 NA NA 2327 2609 1017 NA NA 4823 1860 1039 NA
1498424400.0 25204.0 NA 323 825 0 NA NA 635 1049 0 NA NA 2317 2700 995 NA NA 4308 2077 1086 NA
1498424400.0 25206.0 NA 334 803 0 NA NA 680 1138 0 NA NA 2662 2946 941 NA NA 4685 1502 949 NA
1498424400.0 25209.0 NA 333 782 0 NA NA 661 1051 0 NA NA 2951 2749 926 NA NA 3374 1408 936 NA
1498424400.0 27434.2 100 316 399 0 NA 168 455 545 0 NA 6433 1795 982 499 NA 2415 842 899 511 NA
1498424400.0 37.0 NA 119 395 0 NA NA 517 530 0 NA NA 1577 2019 352 NA NA 825 756 360 NA
1498424400.0 4.17 NA 43 387 0 176 NA 91 472 0 251 NA 67 1512 318 337 NA 32 693 331 259
1498424400.0 4.27 NA 68 383 0 NA NA 118 488 0 NA NA 85 2000 365 NA NA 86 828 382 NA
1498424400.0 4.45 NA 38 398 0 NA NA 90 528 0 NA NA 112 4107 360 NA NA 75 1304 370 NA
1498424400.0 4.53 NA 36 387 0 NA NA 93 549 0 NA NA 95 4206 348 NA NA 58 1370 355 NA
1498424400.0 4.61 NA 41 398 0 NA NA 91 538 0 NA NA 113 4040 387 NA NA 65 1431 400 NA
1498424400.0 4.72 NA 39 379 0 NA NA 90 525 0 NA NA 111 3668 339 NA NA 83 1261 349 NA
1498424400.0 43.0 NA 167 392 0 NA NA 515 513 0 NA NA 1452 1559 344 NA NA 461 649 352 NA
1498424400.0 517.0 0 NA NA NA NA 0 NA NA NA NA 31 NA NA NA NA 65 NA NA NA NA
