Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497560400.0 1.0 78 78 141 NA NA NA NA NA 162 196 237 NA NA NA NA NA 3325 399 1055 NA NA NA NA NA 1317 277 1031 NA NA NA NA NA
1497560400.0 10.0 NA 99 371 0 NA NA NA NA NA 223 459 0 NA NA NA NA NA 2931 3290 718 NA NA NA NA NA 1178 1322 725 NA NA NA NA
1497560400.0 1000.0 NA 381 137 0 41 NA NA NA NA 485 194 0 83 NA NA NA NA 3820 811 549 167 NA NA NA NA 2286 765 556 187 NA NA NA
1497560400.0 1001.0 NA 347 196 0 0 0 0 0 NA 447 254 0 0 0 0 0 NA 2228 414 5 24 363 42 407 NA 1109 395 26 28 365 46 411
1497560400.0 1002.0 NA 353 70 NA NA NA NA NA NA 474 106 NA NA NA NA NA NA 2956 183 NA NA NA NA NA NA 1526 142 NA NA NA NA NA
1497560400.0 10023.0 NA 104 174 0 NA NA NA NA NA 236 246 0 NA NA NA NA NA 904 621 282 NA NA NA NA NA 752 588 289 NA NA NA NA
1497560400.0 10024.0 NA 113 184 0 NA NA NA NA NA 234 247 0 NA NA NA NA NA 1025 766 400 NA NA NA NA NA 815 594 408 NA NA NA NA
1497560400.0 10025.0 NA 106 181 0 NA NA NA NA NA 240 237 0 NA NA NA NA NA 686 606 268 NA NA NA NA NA 771 590 288 NA NA NA NA
1497560400.0 10026.0 NA 112 184 0 NA NA NA NA NA 233 254 0 NA NA NA NA NA 771 922 340 NA NA NA NA NA 636 645 347 NA NA NA NA
1497560400.0 1003.0 NA 296 0 NA NA NA NA NA NA 395 0 NA NA NA NA NA NA 3755 336 NA NA NA NA NA NA 1499 353 NA NA NA NA NA
1497560400.0 1004.0 NA 365 135 0 0 0 0 NA NA 455 182 0 0 0 0 NA NA 830 261 8 28 353 291 NA NA 773 248 11 32 369 296 NA
1497560400.0 101.0 83 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 814 NA NA NA NA NA NA NA 823 NA NA NA NA NA NA NA
1497560400.0 102.0 85 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 595 NA NA NA NA NA NA NA 615 NA NA NA NA NA NA NA
1497560400.0 10224.0 NA 204 374 0 NA NA NA NA NA 346 562 0 NA NA NA NA NA 2884 3788 322 NA NA NA NA NA 1859 2194 333 NA NA NA NA
1497560400.0 10225.0 NA 204 379 0 NA NA NA NA NA 312 556 0 NA NA NA NA NA 2267 3590 209 NA NA NA NA NA 3098 3509 216 NA NA NA NA
1497560400.0 103.0 53 84 351 NA NA NA NA NA 100 185 426 NA NA NA NA NA 2415 379 635 NA NA NA NA NA 1454 281 659 NA NA NA NA NA
