Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497132000.0 1.0 79 83 143 NA NA NA NA NA 152 197 236 NA NA NA NA NA 2098 282 449 NA NA NA NA NA 869 217 433 NA NA NA NA NA
1497132000.0 10.0 NA 110 372 0 NA NA NA NA NA 223 465 0 NA NA NA NA NA 1691 1674 362 NA NA NA NA NA 649 723 377 NA NA NA NA
1497132000.0 1000.0 NA 374 131 0 47 NA NA NA NA 492 198 0 83 NA NA NA NA 2356 530 400 134 NA NA NA NA 1231 394 409 144 NA NA NA
1497132000.0 1001.0 NA 348 205 0 0 0 0 0 NA 446 254 0 0 0 0 0 NA 1496 271 4 19 269 25 259 NA 800 254 20 21 292 55 263
1497132000.0 1002.0 NA 359 71 NA NA NA NA NA NA 460 107 NA NA NA NA NA NA 1728 113 NA NA NA NA NA NA 844 99 NA NA NA NA NA
1497132000.0 10021.0 NA 110 182 0 NA NA NA NA NA 240 242 0 NA NA NA NA NA 496 547 156 NA NA NA NA NA 612 403 163 NA NA NA NA
1497132000.0 10023.0 NA 106 174 0 NA NA NA NA NA 235 232 0 NA NA NA NA NA 570 417 192 NA NA NA NA NA 462 453 198 NA NA NA NA
1497132000.0 10024.0 NA 111 191 0 NA NA NA NA NA 228 252 0 NA NA NA NA NA 1572 529 182 NA NA NA NA NA 1761 446 189 NA NA NA NA
1497132000.0 10025.0 NA 107 187 0 NA NA NA NA NA 237 243 0 NA NA NA NA NA 477 382 182 NA NA NA NA NA 396 545 287 NA NA NA NA
1497132000.0 10026.0 NA 120 190 0 NA NA NA NA NA 239 251 0 NA NA NA NA NA 487 586 182 NA NA NA NA NA 1582 415 190 NA NA NA NA
1497132000.0 1003.0 NA 285 0 NA NA NA NA NA NA 388 0 NA NA NA NA NA NA 2263 201 NA NA NA NA NA NA 939 209 NA NA NA NA NA
1497132000.0 1004.0 NA 371 128 0 0 0 0 NA NA 464 181 0 0 0 0 NA NA 604 136 4 20 250 193 NA NA 486 167 9 24 259 205 NA
1497132000.0 101.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 1044 NA NA NA NA NA NA NA 1086 NA NA NA NA NA NA NA
1497132000.0 102.0 91 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 662 NA NA NA NA NA NA NA 679 NA NA NA NA NA NA NA
1497132000.0 10224.0 NA 200 377 0 NA NA NA NA NA 348 559 0 NA NA NA NA NA 2453 2954 233 NA NA NA NA NA 1620 1997 240 NA NA NA NA
1497132000.0 10225.0 NA 200 398 0 NA NA NA NA NA 336 573 0 NA NA NA NA NA 2987 3187 283 NA NA NA NA NA 2530 2120 309 NA NA NA NA
1497132000.0 103.0 51 88 355 NA NA NA NA NA 100 181 426 NA NA NA NA NA 1316 195 369 NA NA NA NA NA 820 215 485 NA NA NA NA NA
1497132000.0 105.0 77 82 25 NA NA NA NA NA 163 179 57 NA NA NA NA NA 2609 348 2 NA NA NA NA NA 1018 254 13 NA NA NA NA NA
1497132000.0 106.0 37 0 0 NA NA NA NA NA 80 0 0 NA NA NA NA NA 339 128 272 NA NA NA NA NA 345 136 289 NA NA NA NA NA
1497132000.0 107.0 88 99 367 NA NA NA NA NA 156 196 453 NA NA NA NA NA 3197 315 473 NA NA NA NA NA 1102 359 395 NA NA NA NA NA
1497132000.0 108.0 90 100 378 NA NA NA NA NA 159 191 459 NA NA NA NA NA 4393 302 541 NA NA NA NA NA 1554 246 2586 NA NA NA NA NA
1497132000.0 109.0 99 100 376 NA NA NA NA NA 166 186 458 NA NA NA NA NA 3661 411 513 NA NA NA NA NA 1389 448 1525 NA NA NA NA NA
1497132000.0 11.0 NA 95 416 0 64 NA NA NA NA 221 500 0 97 NA NA NA NA 1285 804 351 29 NA NA NA NA 486 524 360 39 NA NA NA
1497132000.0 110.0 59 81 355 NA NA NA NA NA 110 185 447 NA NA NA NA NA 982 344 461 NA NA NA NA NA 490 240 434 NA NA NA NA NA
1497132000.0 1102.0 NA 99 371 117 66 NA NA NA NA 213 468 209 116 NA NA NA NA 1809 2907 2226 204 NA NA NA NA 739 1150 934 156 NA NA NA
1497132000.0 111.0 80 94 375 NA NA NA NA NA 154 183 451 NA NA NA NA NA 2024 254 431 NA NA NA NA NA 863 209 407 NA NA NA NA NA
1497132000.0 112.0 92 93 378 NA NA NA NA NA 158 190 456 NA NA NA NA NA 3597 315 429 NA NA NA NA NA 1574 339 638 NA NA NA NA NA
1497132000.0 113.0 87 97 363 NA NA NA NA NA 169 203 459 NA NA NA NA NA 3742 301 429 NA NA NA NA NA 1520 313 366 NA NA NA NA NA
