Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497736800.0 1.0 79 84 152 NA NA NA NA NA 156 191 222 NA NA NA NA NA 1801 266 426 NA NA NA NA NA 786 189 405 NA NA NA NA NA
1497736800.0 10.0 NA 98 382 0 NA NA NA NA NA 231 455 0 NA NA NA NA NA 1708 1763 375 NA NA NA NA NA 684 862 386 NA NA NA NA
1497736800.0 1000.0 NA 381 139 0 48 NA NA NA NA 489 197 0 83 NA NA NA NA 2016 443 338 100 NA NA NA NA 1053 322 344 117 NA NA NA
1497736800.0 1001.0 NA 352 205 0 0 0 0 0 NA 435 254 0 0 0 0 0 NA 1601 312 4 18 230 26 309 NA 810 275 8 28 423 31 312
1497736800.0 1002.0 NA 355 62 NA NA NA NA NA NA 476 106 NA NA NA NA NA NA 1738 121 NA NA NA NA NA NA 842 107 NA NA NA NA NA
1497736800.0 10021.0 NA 103 180 0 NA NA NA NA NA 220 238 0 NA NA NA NA NA 524 582 165 NA NA NA NA NA 673 427 172 NA NA NA NA
1497736800.0 10023.0 NA 111 178 0 NA NA NA NA NA 220 244 0 NA NA NA NA NA 459 359 158 NA NA NA NA NA 384 354 183 NA NA NA NA
1497736800.0 10024.0 NA 118 191 0 NA NA NA NA NA 251 252 0 NA NA NA NA NA 555 532 191 NA NA NA NA NA 639 458 197 NA NA NA NA
1497736800.0 10025.0 NA 105 180 0 NA NA NA NA NA 239 243 0 NA NA NA NA NA 456 386 168 NA NA NA NA NA 415 362 175 NA NA NA NA
1497736800.0 10026.0 NA 112 186 0 NA NA NA NA NA 225 254 0 NA NA NA NA NA 535 635 183 NA NA NA NA NA 443 466 196 NA NA NA NA
1497736800.0 1003.0 NA 294 0 NA NA NA NA NA NA 404 0 NA NA NA NA NA NA 2399 204 NA NA NA NA NA NA 966 211 NA NA NA NA NA
1497736800.0 1004.0 NA 374 136 0 0 0 0 NA NA 452 183 0 0 0 0 NA NA 495 135 4 16 222 181 NA NA 416 166 7 19 240 206 NA
1497736800.0 101.0 85 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 750 NA NA NA NA NA NA NA 761 NA NA NA NA NA NA NA
1497736800.0 102.0 92 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 525 NA NA NA NA NA NA NA 542 NA NA NA NA NA NA NA
1497736800.0 10224.0 NA 194 410 0 NA NA NA NA NA 347 562 0 NA NA NA NA NA 1990 2331 206 NA NA NA NA NA 1706 2006 218 NA NA NA NA
1497736800.0 10225.0 NA 178 402 0 NA NA NA NA NA 339 550 0 NA NA NA NA NA 1890 2302 187 NA NA NA NA NA 2378 2181 195 NA NA NA NA
1497736800.0 103.0 51 80 352 NA NA NA NA NA 100 185 426 NA NA NA NA NA 1389 252 349 NA NA NA NA NA 871 188 366 NA NA NA NA NA
1497736800.0 105.0 86 84 25 NA NA NA NA NA 156 173 57 NA NA NA NA NA 1789 278 2 NA NA NA NA NA 791 201 4 NA NA NA NA NA
1497736800.0 106.0 38 0 0 NA NA NA NA NA 80 0 0 NA NA NA NA NA 299 95 200 NA NA NA NA NA 312 101 284 NA NA NA NA NA
1497736800.0 107.0 88 97 367 NA NA NA NA NA 154 188 462 NA NA NA NA NA 3590 335 488 NA NA NA NA NA 1237 246 410 NA NA NA NA NA
1497736800.0 108.0 99 92 377 NA NA NA NA NA 167 194 469 NA NA NA NA NA 4516 315 646 NA NA NA NA NA 1542 216 598 NA NA NA NA NA
1497736800.0 109.0 92 92 371 NA NA NA NA NA 160 194 447 NA NA NA NA NA 3898 354 568 NA NA NA NA NA 1294 233 467 NA NA NA NA NA
1497736800.0 11.0 NA 103 403 0 64 NA NA NA NA 220 480 0 97 NA NA NA NA 1366 836 386 27 NA NA NA NA 555 599 402 37 NA NA NA
1497736800.0 110.0 61 83 356 NA NA NA NA NA 110 173 437 NA NA NA NA NA 789 287 385 NA NA NA NA NA 432 201 356 NA NA NA NA NA
1497736800.0 1102.0 NA 106 386 129 64 NA NA NA NA 222 477 211 115 NA NA NA NA 1755 2252 1570 169 NA NA NA NA 673 916 714 115 NA NA NA
1497736800.0 111.0 79 90 362 NA NA NA NA NA 154 190 453 NA NA NA NA NA 1962 252 406 NA NA NA NA NA 849 213 370 NA NA NA NA NA
1497736800.0 112.0 102 93 366 NA NA NA NA NA 155 188 460 NA NA NA NA NA 3454 300 470 NA NA NA NA NA 2441 619 549 NA NA NA NA NA
1497736800.0 113.0 89 95 363 NA NA NA NA NA 156 188 448 NA NA NA NA NA 3325 327 497 NA NA NA NA NA 1145 243 442 NA NA NA NA NA
1497736800.0 114.0 92 92 368 NA NA NA NA NA 175 211 457 NA NA NA NA NA 3643 346 500 NA NA NA NA NA 1309 240 419 NA NA NA NA NA
1497736800.0 115.0 92 95 374 NA NA NA NA NA 165 185 472 NA NA NA NA NA 3853 349 513 NA NA NA NA NA 1326 246 634 NA NA NA NA NA
1497736800.0 116.0 93 97 368 NA NA NA NA NA 161 188 458 NA NA NA NA NA 4421 335 559 NA NA NA NA NA 1689 251 436 NA NA NA NA NA
1497736800.0 117.0 89 99 366 NA NA NA NA NA 156 187 456 NA NA NA NA NA 4116 330 566 NA NA NA NA NA 1350 220 458 NA NA NA NA NA
