Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1498341600.0 10001.0 NA 166 538 97 0 NA 445 701 149 0 NA 508 817 100 550 NA 547 789 183 565
1498341600.0 10005.0 NA 165 496 93 0 NA 441 714 149 0 NA 411 774 105 459 NA 414 1031 164 469
1498341600.0 10009.0 NA 167 546 97 0 NA 444 709 150 0 NA 432 862 98 596 NA 273 782 139 1091
1498341600.0 10024.0 NA 182 561 96 0 NA 446 716 150 0 NA 487 977 79 570 NA 314 786 120 583
1498341600.0 10042.0 NA 173 545 91 0 NA 446 717 151 0 NA 479 957 105 618 NA 305 801 142 633
1498341600.0 10071.0 NA 181 569 98 0 NA 445 728 150 0 NA 612 973 70 526 NA 325 949 115 535
1498341600.0 10224.0 NA 290 798 0 NA NA 483 1013 0 NA NA 2915 4358 810 NA NA 2675 2019 832 NA
1498341600.0 10225.0 NA 287 741 0 NA NA 472 1011 0 NA NA 2416 3481 592 NA NA 1369 1935 606 NA
1498341600.0 10823.0 69 157 546 93 0 131 439 711 149 0 2393 462 943 80 601 1124 282 979 113 615
1498341600.0 10842.0 57 158 546 98 0 121 438 714 150 0 1530 299 691 79 560 728 230 675 120 756
1498341600.0 1303.0 88 195 207 NA NA 153 457 312 NA NA 7141 625 573 NA NA 2595 348 359 NA NA
1498341600.0 1310.0 NA 206 535 0 NA NA 467 668 0 NA NA 574 936 927 NA NA 344 689 943 NA
1498341600.0 1312.0 NA 199 533 0 NA NA 468 650 0 NA NA 582 990 936 NA NA 363 720 956 NA
1498341600.0 1315.0 NA 181 529 0 NA NA 468 640 0 NA NA 477 952 803 NA NA 332 1171 819 NA
1498341600.0 1317.0 NA 195 521 0 NA NA 470 641 0 NA NA 500 744 841 NA NA 360 683 857 NA
1498341600.0 1318.0 NA 182 525 0 NA NA 468 633 0 NA NA 405 672 935 NA NA 256 579 1578 NA
1498341600.0 1322.0 NA 181 522 0 NA NA 470 652 0 NA NA 544 878 820 NA NA 347 681 833 NA
1498341600.0 1325.0 NA 215 554 0 88 NA 462 652 0 140 NA 605 834 784 82 NA 347 587 797 152
1498341600.0 1325.2 NA 214 536 0 NA NA 472 660 0 NA NA 636 1084 953 NA NA 359 742 972 NA
1498341600.0 1326.0 NA 209 536 0 NA NA 467 653 0 NA NA 711 966 1148 NA NA 679 779 2026 NA
1498341600.0 1327.0 NA 200 537 0 NA NA 468 644 0 NA NA 622 976 970 NA NA 447 775 995 NA
1498341600.0 1331.0 NA 189 529 0 NA NA 470 661 0 NA NA 489 844 916 NA NA 305 684 956 NA
1498341600.0 1333.0 NA 206 539 0 NA NA 470 652 0 NA NA 476 787 840 NA NA 300 630 858 NA
1498341600.0 1335.0 NA 198 533 0 NA NA 469 651 0 NA NA 555 825 941 NA NA 395 662 973 NA
1498341600.0 1336.0 NA 213 544 0 NA NA 470 670 0 NA NA 936 1883 920 NA NA 449 1014 937 NA
1498341600.0 1337.0 NA 218 521 0 NA NA 467 668 0 NA NA 837 1278 889 NA NA 445 844 902 NA
1498341600.0 1339.0 NA 206 551 0 NA NA 467 659 0 NA NA 845 1241 972 NA NA 562 771 989 NA
1498341600.0 134.806 NA 40 440 0 NA NA 105 530 0 NA NA 147 5269 324 NA NA 122 1727 337 NA
1498341600.0 134.811 NA 40 422 0 NA NA 104 532 0 NA NA 126 4682 340 NA NA 89 1712 358 NA
1498341600.0 1341.0 NA 215 551 0 NA NA 470 665 0 NA NA 713 1454 947 NA NA 404 948 963 NA
1498341600.0 1344.0 NA 216 537 0 NA NA 468 651 0 NA NA 553 920 829 NA NA 334 892 857 NA
1498341600.0 1347.0 NA 200 534 0 NA NA 468 653 0 NA NA 580 916 922 NA NA 342 694 940 NA
1498341600.0 1348.0 NA 194 532 0 NA NA 472 651 0 NA NA 503 1004 865 NA NA 343 809 878 NA
1498341600.0 1352.0 NA 196 533 0 NA NA 467 650 0 NA NA 518 1092 898 NA NA 342 977 919 NA
1498341600.0 1355.0 NA 200 539 0 NA NA 469 649 0 NA NA 569 979 915 NA NA 345 760 965 NA
1498341600.0 136.722 NA 189 484 0 NA NA 310 600 0 NA NA 2810 6843 542 NA NA 967 2352 550 NA
1498341600.0 136.723 NA 188 466 0 NA NA 305 570 0 NA NA 2236 5432 497 NA NA 775 1856 511 NA
1498341600.0 136.724 NA 198 486 0 NA NA 316 607 0 NA NA 3373 7856 514 NA NA 1045 2758 523 NA
