Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1498078800.0 10.0 NA 104 NA NA NA NA NA NA 378 NA NA NA NA NA NA 1686 NA NA NA NA NA NA 605 NA NA NA NA NA
1498078800.0 10001.0 NA 160 NA NA NA NA NA NA 453 NA NA NA NA NA NA 464 NA NA NA NA NA NA 282 NA NA NA NA NA
1498078800.0 10002.0 NA 164 NA NA NA NA NA NA 441 NA NA NA NA NA NA 483 NA NA NA NA NA NA 325 NA NA NA NA NA
1498078800.0 10003.0 NA 168 NA NA NA NA NA NA 438 NA NA NA NA NA NA 386 NA NA NA NA NA NA 239 NA NA NA NA NA
1498078800.0 10004.0 NA 168 NA NA NA NA NA NA 440 NA NA NA NA NA NA 482 NA NA NA NA NA NA 292 NA NA NA NA NA
1498078800.0 10005.0 NA 159 NA NA NA NA NA NA 437 NA NA NA NA NA NA 485 NA NA NA NA NA NA 295 NA NA NA NA NA
1498078800.0 10006.0 NA 166 NA NA NA NA NA NA 434 NA NA NA NA NA NA 464 NA NA NA NA NA NA 291 NA NA NA NA NA
1498078800.0 10007.0 NA 159 NA NA NA NA NA NA 438 NA NA NA NA NA NA 500 NA NA NA NA NA NA 319 NA NA NA NA NA
1498078800.0 10008.0 NA 164 NA NA NA NA NA NA 435 NA NA NA NA NA NA 381 NA NA NA NA NA NA 221 NA NA NA NA NA
1498078800.0 10009.0 NA 164 NA NA NA NA NA NA 451 NA NA NA NA NA NA 517 NA NA NA NA NA NA 299 NA NA NA NA NA
1498078800.0 10023.0 NA 159 NA NA NA NA NA NA 441 NA NA NA NA NA NA 459 NA NA NA NA NA NA 299 NA NA NA NA NA
1498078800.0 10024.0 NA 184 NA NA NA NA NA NA 434 NA NA NA NA NA NA 423 NA NA NA NA NA NA 245 NA NA NA NA NA
1498078800.0 10024.1 NA 180 NA NA NA NA NA NA 438 NA NA NA NA NA NA 484 NA NA NA NA NA NA 435 NA NA NA NA NA
1498078800.0 10024.2 NA 179 NA NA NA NA NA NA 440 NA NA NA NA NA NA 570 NA NA NA NA NA NA 327 NA NA NA NA NA
1498078800.0 10024.3 NA 188 NA NA NA NA NA NA 434 NA NA NA NA NA NA 421 NA NA NA NA NA NA 232 NA NA NA NA NA
1498078800.0 10024.4 NA 180 NA NA NA NA NA NA 445 NA NA NA NA NA NA 420 NA NA NA NA NA NA 246 NA NA NA NA NA
1498078800.0 10024.5 NA 179 NA NA NA NA NA NA 442 NA NA NA NA NA NA 442 NA NA NA NA NA NA 258 NA NA NA NA NA
1498078800.0 10024.6 NA 186 NA NA NA NA NA NA 442 NA NA NA NA NA NA 698 NA NA NA NA NA NA 450 NA NA NA NA NA
1498078800.0 10025.0 NA 165 NA NA NA NA NA NA 440 NA NA NA NA NA NA 430 NA NA NA NA NA NA 234 NA NA NA NA NA
1498078800.0 10026.0 NA 193 NA NA NA NA NA NA 442 NA NA NA NA NA NA 702 NA NA NA NA NA NA 370 NA NA NA NA NA
1498078800.0 1004.0 NA 332 354 0 0 0 0 NA 438 432 0 0 0 0 NA 401 364 4 17 306 305 NA 329 443 7 21 362 313
1498078800.0 10042.0 NA 175 NA NA NA NA NA NA 452 NA NA NA NA NA NA 540 NA NA NA NA NA NA 370 NA NA NA NA NA
1498078800.0 10059.0 NA 182 NA NA NA NA NA NA 442 NA NA NA NA NA NA 670 NA NA NA NA NA NA 371 NA NA NA NA NA
1498078800.0 10071.0 NA 185 NA NA NA NA NA NA 434 NA NA NA NA NA NA 600 NA NA NA NA NA NA 346 NA NA NA NA NA
1498078800.0 1010.0 NA 81 40 0 NA NA NA NA 135 76 0 NA NA NA NA 101 22 34 NA NA NA NA 148 31 38 NA NA NA
1498078800.0 1020.0 NA 35 NA NA NA NA NA NA 114 NA NA NA NA NA NA 87 NA NA NA NA NA NA 108 NA NA NA NA NA
1498078800.0 10224.0 NA 281 NA NA NA NA NA NA 454 NA NA NA NA NA NA 2179 NA NA NA NA NA NA 1687 NA NA NA NA NA
1498078800.0 10225.0 NA 264 NA NA NA NA NA NA 458 NA NA NA NA NA NA 2167 NA NA NA NA NA NA 1341 NA NA NA NA NA
1498078800.0 103.0 37 0 NA NA NA NA NA 84 0 NA NA NA NA NA 711 92 NA NA NA NA NA 382 44 NA NA NA NA NA
1498078800.0 10424.0 NA 187 NA NA NA NA NA NA 446 NA NA NA NA NA NA 590 NA NA NA NA NA NA 372 NA NA NA NA NA
1498078800.0 105.0 82 82 29 NA NA NA NA 152 365 64 NA NA NA NA 2873 372 3 NA NA NA NA 1194 170 5 NA NA NA NA
1498078800.0 106.0 36 0 NA NA NA NA NA 84 0 NA NA NA NA NA 954 132 NA NA NA NA NA 508 64 NA NA NA NA NA
1498078800.0 107.0 88 93 NA NA NA NA NA 161 358 NA NA NA NA NA 3636 281 NA NA NA NA NA 1289 128 NA NA NA NA NA
1498078800.0 108.0 83 91 NA NA NA NA NA 154 358 NA NA NA NA NA 4428 313 NA NA NA NA NA 1562 149 NA NA NA NA NA
1498078800.0 10823.0 75 160 NA NA NA NA NA 122 438 NA NA NA NA NA 1726 394 NA NA NA NA NA 780 224 NA NA NA NA NA
1498078800.0 10824.0 79 182 NA NA NA NA NA 134 434 NA NA NA NA NA 4772 537 NA NA NA NA NA 1757 294 NA NA NA NA NA
1498078800.0 10825.0 75 182 NA NA NA NA NA 129 433 NA NA NA NA NA 3404 450 NA NA NA NA NA 1123 237 NA NA NA NA NA
1498078800.0 10826.0 82 190 NA NA NA NA NA 135 431 NA NA NA NA NA 5994 763 NA NA NA NA NA 2251 488 NA NA NA NA NA
1498078800.0 10842.0 61 165 NA NA NA NA NA 110 425 NA NA NA NA NA 1222 286 NA NA NA NA NA 670 193 NA NA NA NA NA
1498078800.0 109.0 84 96 NA NA NA NA NA 163 365 NA NA NA NA NA 5059 293 NA NA NA NA NA 1760 162 NA NA NA NA NA
1498078800.0 11.0 NA 104 NA NA NA NA NA NA 378 NA NA NA NA NA NA 1307 NA NA NA NA NA NA 473 NA NA NA NA NA
1498078800.0 110.0 68 82 NA NA NA NA NA 121 365 NA NA NA NA NA 895 253 NA NA NA NA NA 419 118 NA NA NA NA NA
1498078800.0 1102.0 NA 98 NA NA NA NA NA NA 370 NA NA NA NA NA NA 1578 NA NA NA NA NA NA 497 NA NA NA NA NA
1498078800.0 111.0 84 93 NA NA NA NA NA 155 358 NA NA NA NA NA 2222 220 NA NA NA NA NA 798 116 NA NA NA NA NA
1498078800.0 112.0 88 85 NA NA NA NA NA 160 358 NA NA NA NA NA 3462 287 NA NA NA NA NA 1113 128 NA NA NA NA NA
1498078800.0 11224.0 80 180 NA NA NA NA NA 133 425 NA NA NA NA NA 4506 456 NA NA NA NA NA 1676 244 NA NA NA NA NA
1498078800.0 113.0 88 89 NA NA NA NA NA 158 366 NA NA NA NA NA 3337 294 NA NA NA NA NA 1277 133 NA NA NA NA NA
1498078800.0 114.0 82 93 NA NA NA NA NA 164 358 NA NA NA NA NA 3888 290 NA NA NA NA NA 1294 131 NA NA NA NA NA
1498078800.0 115.0 87 98 NA NA NA NA NA 157 358 NA NA NA NA NA 3578 308 NA NA NA NA NA 1205 138 NA NA NA NA NA
1498078800.0 116.0 81 94 NA NA NA NA NA 169 365 NA NA NA NA NA 3766 315 NA NA NA NA NA 1435 217 NA NA NA NA NA
1498078800.0 117.0 81 96 NA NA NA NA NA 153 365 NA NA NA NA NA 3849 317 NA NA NA NA NA 1265 139 NA NA NA NA NA
1498078800.0 118.0 80 98 NA NA NA NA NA 154 358 NA NA NA NA NA 4359 368 NA NA NA NA NA 1397 187 NA NA NA NA NA
1498078800.0 119.0 85 93 NA NA NA NA NA 162 366 NA NA NA NA NA 3300 283 NA NA NA NA NA 1132 139 NA NA NA NA NA
1498078800.0 12.0 NA 95 NA NA NA NA NA NA 378 NA NA NA NA NA NA 1447 NA NA NA NA NA NA 536 NA NA NA NA NA
1498078800.0 120.0 58 87 NA NA NA NA NA 116 358 NA NA NA NA NA 1123 349 NA NA NA NA NA 547 175 NA NA NA NA NA
1498078800.0 121.0 87 99 NA NA NA NA NA 171 366 NA NA NA NA NA 3914 307 NA NA NA NA NA 1532 137 NA NA NA NA NA
1498078800.0 122.0 53 84 NA NA NA NA NA 111 366 NA NA NA NA NA 1003 167 NA NA NA NA NA 522 94 NA NA NA NA NA
1498078800.0 125.0 80 91 NA NA NA NA NA 158 366 NA NA NA NA NA 3421 286 NA NA NA NA NA 1188 156 NA NA NA NA NA
1498078800.0 126.0 63 80 NA NA NA NA NA 127 365 NA NA NA NA NA 1274 247 NA NA NA NA NA 530 117 NA NA NA NA NA
1498078800.0 127.0 60 87 NA NA NA NA NA 118 365 NA NA NA NA NA 1212 251 NA NA NA NA NA 507 116 NA NA NA NA NA
1498078800.0 128.0 63 87 NA NA NA NA NA 106 358 NA NA NA NA NA 1110 756 NA NA NA NA NA 571 275 NA NA NA NA NA
1498078800.0 129.0 57 87 NA NA NA NA NA 111 366 NA NA NA NA NA 833 242 NA NA NA NA NA 407 109 NA NA NA NA NA
1498078800.0 13.0 NA 100 NA NA NA NA NA NA 378 NA NA NA NA NA NA 222 NA NA NA NA NA NA 133 NA NA NA NA NA
1498078800.0 130.0 59 78 NA NA NA NA NA 117 358 NA NA NA NA NA 868 252 NA NA NA NA NA 413 121 NA NA NA NA NA
1498078800.0 1301.0 79 167 NA NA NA NA NA 135 456 NA NA NA NA NA 1608 480 NA NA NA NA NA 710 284 NA NA NA NA NA
1498078800.0 1302.0 93 192 NA NA NA NA NA 148 460 NA NA NA NA NA 3800 744 NA NA NA NA NA 1273 436 NA NA NA NA NA
