Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1497992400.0 1.0 75 76 139 NA NA NA NA NA 148 364 197 NA NA NA NA NA 2794 366 228 NA NA NA NA NA 1071 169 220 NA NA NA NA NA
1497992400.0 10.0 NA 100 385 0 NA NA NA NA NA 370 476 0 NA NA NA NA NA 2054 2356 513 NA NA NA NA NA 691 1039 539 NA NA NA NA
1497992400.0 1000.0 NA 394 127 0 48 NA NA NA NA 479 198 0 89 NA NA NA NA 2131 504 427 114 NA NA NA NA 1002 328 440 166 NA NA NA
1497992400.0 10001.0 NA 171 553 96 0 NA NA NA NA 442 698 133 0 NA NA NA NA 335 602 56 488 NA NA NA NA 222 591 91 510 NA NA NA
1497992400.0 10002.0 NA 168 541 91 0 NA NA NA NA 436 701 133 0 NA NA NA NA 447 874 74 545 NA NA NA NA 400 1602 102 556 NA NA NA
1497992400.0 10003.0 NA 165 556 96 0 NA NA NA NA 442 692 133 0 NA NA NA NA 368 634 61 464 NA NA NA NA 234 619 91 472 NA NA NA
1497992400.0 10004.0 NA 168 555 96 0 NA NA NA NA 442 706 133 0 NA NA NA NA 329 599 58 468 NA NA NA NA 204 588 107 477 NA NA NA
1497992400.0 10005.0 NA 162 546 87 0 NA NA NA NA 441 696 133 0 NA NA NA NA 394 766 86 573 NA NA NA NA 245 738 145 585 NA NA NA
1497992400.0 10006.0 NA 168 491 96 0 NA NA NA NA 442 677 133 0 NA NA NA NA 335 749 64 471 NA NA NA NA 218 891 115 482 NA NA NA
1497992400.0 10007.0 NA 164 537 96 0 NA NA NA NA 443 701 134 0 NA NA NA NA 374 728 62 493 NA NA NA NA 251 876 122 513 NA NA NA
