Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1498078800.0 1.0 78 75 NA NA NA NA NA 156 364 NA NA NA NA NA 3371 434 NA NA NA NA NA 1352 197 NA NA NA NA NA
1498078800.0 10.0 NA 109 NA NA NA NA NA NA 378 NA NA NA NA NA NA 1597 NA NA NA NA NA NA 551 NA NA NA NA NA
1498078800.0 10001.0 NA 166 NA NA NA NA NA NA 434 NA NA NA NA NA NA 709 NA NA NA NA NA NA 402 NA NA NA NA NA
1498078800.0 10002.0 NA 159 NA NA NA NA NA NA 434 NA NA NA NA NA NA 485 NA NA NA NA NA NA 494 NA NA NA NA NA
1498078800.0 10003.0 NA 159 NA NA NA NA NA NA 446 NA NA NA NA NA NA 565 NA NA NA NA NA NA 321 NA NA NA NA NA
1498078800.0 10004.0 NA 156 NA NA NA NA NA NA 445 NA NA NA NA NA NA 380 NA NA NA NA NA NA 217 NA NA NA NA NA
1498078800.0 10005.0 NA 165 NA NA NA NA NA NA 441 NA NA NA NA NA NA 721 NA NA NA NA NA NA 424 NA NA NA NA NA
1498078800.0 10006.0 NA 167 NA NA NA NA NA NA 434 NA NA NA NA NA NA 369 NA NA NA NA NA NA 303 NA NA NA NA NA
1498078800.0 10007.0 NA 160 NA NA NA NA NA NA 440 NA NA NA NA NA NA 646 NA NA NA NA NA NA 343 NA NA NA NA NA
1498078800.0 10008.0 NA 165 NA NA NA NA NA NA 443 NA NA NA NA NA NA 786 NA NA NA NA NA NA 473 NA NA NA NA NA
1498078800.0 10009.0 NA 158 NA NA NA NA NA NA 441 NA NA NA NA NA NA 839 NA NA NA NA NA NA 566 NA NA NA NA NA
1498078800.0 10023.0 NA 169 NA NA NA NA NA NA 442 NA NA NA NA NA NA 359 NA NA NA NA NA NA 252 NA NA NA NA NA
1498078800.0 10024.0 NA 173 NA NA NA NA NA NA 432 NA NA NA NA NA NA 714 NA NA NA NA NA NA 377 NA NA NA NA NA
1498078800.0 10024.1 NA 178 NA NA NA NA NA NA 446 NA NA NA NA NA NA 420 NA NA NA NA NA NA 257 NA NA NA NA NA
1498078800.0 10024.2 NA 183 NA NA NA NA NA NA 442 NA NA NA NA NA NA 451 NA NA NA NA NA NA 260 NA NA NA NA NA
1498078800.0 10024.3 NA 178 NA NA NA NA NA NA 442 NA NA NA NA NA NA 397 NA NA NA NA NA NA 230 NA NA NA NA NA
1498078800.0 10024.4 NA 183 NA NA NA NA NA NA 435 NA NA NA NA NA NA 838 NA NA NA NA NA NA 466 NA NA NA NA NA
1498078800.0 10024.5 NA 182 NA NA NA NA NA NA 438 NA NA NA NA NA NA 416 NA NA NA NA NA NA 302 NA NA NA NA NA
1498078800.0 10024.6 NA 187 NA NA NA NA NA NA 441 NA NA NA NA NA NA 508 NA NA NA NA NA NA 307 NA NA NA NA NA
1498078800.0 10025.0 NA 170 NA NA NA NA NA NA 443 NA NA NA NA NA NA 786 NA NA NA NA NA NA 454 NA NA NA NA NA
1498078800.0 10026.0 NA 188 NA NA NA NA NA NA 454 NA NA NA NA NA NA 913 NA NA NA NA NA NA 509 NA NA NA NA NA
1498078800.0 1004.0 NA 332 360 0 0 0 0 NA 435 431 0 0 0 0 NA 387 374 4 17 297 296 NA 492 498 129 23 309 302
1498078800.0 10042.0 NA 180 NA NA NA NA NA NA 447 NA NA NA NA NA NA 850 NA NA NA NA NA NA 504 NA NA NA NA NA
1498078800.0 10059.0 NA 175 NA NA NA NA NA NA 426 NA NA NA NA NA NA 1002 NA NA NA NA NA NA 584 NA NA NA NA NA
1498078800.0 10071.0 NA 187 NA NA NA NA NA NA 433 NA NA NA NA NA NA 824 NA NA NA NA NA NA 489 NA NA NA NA NA
1498078800.0 1010.0 NA 73 35 0 NA NA NA NA 135 75 0 NA NA NA NA 86 21 29 NA NA NA NA 127 63 124 NA NA NA
1498078800.0 1020.0 NA 35 NA NA NA NA NA NA 113 NA NA NA NA NA NA 76 NA NA NA NA NA NA 79 NA NA NA NA NA
1498078800.0 10224.0 NA 270 NA NA NA NA NA NA 462 NA NA NA NA NA NA 2893 NA NA NA NA NA NA 1682 NA NA NA NA NA
1498078800.0 10225.0 NA 270 NA NA NA NA NA NA 462 NA NA NA NA NA NA 1896 NA NA NA NA NA NA 1362 NA NA NA NA NA
1498078800.0 103.0 35 0 NA NA NA NA NA 83 0 NA NA NA NA NA 1054 185 NA NA NA NA NA 538 83 NA NA NA NA NA
1498078800.0 10424.0 NA 186 NA NA NA NA NA NA 434 NA NA NA NA NA NA 440 NA NA NA NA NA NA 276 NA NA NA NA NA
1498078800.0 105.0 74 80 26 NA NA NA NA 146 365 63 NA NA NA NA 3133 507 3 NA NA NA NA 1390 221 6 NA NA NA NA
1498078800.0 106.0 35 0 NA NA NA NA NA 83 0 NA NA NA NA NA 1015 207 NA NA NA NA NA 529 86 NA NA NA NA NA
1498078800.0 107.0 82 90 NA NA NA NA NA 169 358 NA NA NA NA NA 4769 293 NA NA NA NA NA 1623 143 NA NA NA NA NA
1498078800.0 108.0 84 87 NA NA NA NA NA 157 366 NA NA NA NA NA 8148 754 NA NA NA NA NA 3042 426 NA NA NA NA NA
1498078800.0 10823.0 68 163 NA NA NA NA NA 122 433 NA NA NA NA NA 2999 747 NA NA NA NA NA 1406 413 NA NA NA NA NA
1498078800.0 10824.0 85 181 NA NA NA NA NA 133 437 NA NA NA NA NA 5898 575 NA NA NA NA NA 2672 313 NA NA NA NA NA
1498078800.0 10825.0 74 169 NA NA NA NA NA 128 436 NA NA NA NA NA 5868 704 NA NA NA NA NA 2313 398 NA NA NA NA NA
1498078800.0 10826.0 81 181 NA NA NA NA NA 135 433 NA NA NA NA NA 8601 568 NA NA NA NA NA 3312 306 NA NA NA NA NA
1498078800.0 10842.0 68 169 NA NA NA NA NA 110 432 NA NA NA NA NA 1347 298 NA NA NA NA NA 790 244 NA NA NA NA NA
1498078800.0 109.0 84 86 NA NA NA NA NA 164 365 NA NA NA NA NA 10797 433 NA NA NA NA NA 3903 198 NA NA NA NA NA
1498078800.0 11.0 NA 103 NA NA NA NA NA NA 377 NA NA NA NA NA NA 1301 NA NA NA NA NA NA 433 NA NA NA NA NA
1498078800.0 110.0 60 79 NA NA NA NA NA 121 365 NA NA NA NA NA 1410 509 NA NA NA NA NA 638 235 NA NA NA NA NA
1498078800.0 1102.0 NA 100 NA NA NA NA NA NA 377 NA NA NA NA NA NA 1614 NA NA NA NA NA NA 492 NA NA NA NA NA
1498078800.0 111.0 81 88 NA NA NA NA NA 161 365 NA NA NA NA NA 2911 232 NA NA NA NA NA 994 131 NA NA NA NA NA
1498078800.0 112.0 85 86 NA NA NA NA NA 159 358 NA NA NA NA NA 3191 266 NA NA NA NA NA 1132 129 NA NA NA NA NA
1498078800.0 11224.0 79 186 NA NA NA NA NA 132 431 NA NA NA NA NA 5353 488 NA NA NA NA NA 2000 315 NA NA NA NA NA
1498078800.0 113.0 78 88 NA NA NA NA NA 155 365 NA NA NA NA NA 7446 449 NA NA NA NA NA 2868 196 NA NA NA NA NA
1498078800.0 114.0 84 84 NA NA NA NA NA 162 357 NA NA NA NA NA 4661 300 NA NA NA NA NA 1605 147 NA NA NA NA NA
1498078800.0 115.0 89 89 NA NA NA NA NA 158 365 NA NA NA NA NA 4767 303 NA NA NA NA NA 1665 143 NA NA NA NA NA
1498078800.0 116.0 75 83 NA NA NA NA NA 161 365 NA NA NA NA NA 6564 447 NA NA NA NA NA 3091 218 NA NA NA NA NA
1498078800.0 117.0 81 84 NA NA NA NA NA 157 365 NA NA NA NA NA 8119 375 NA NA NA NA NA 3023 174 NA NA NA NA NA
1498078800.0 118.0 80 86 NA NA NA NA NA 162 365 NA NA NA NA NA 9366 473 NA NA NA NA NA 3289 228 NA NA NA NA NA
1498078800.0 119.0 84 92 NA NA NA NA NA 161 358 NA NA NA NA NA 4218 278 NA NA NA NA NA 1350 169 NA NA NA NA NA
1498078800.0 12.0 NA 99 NA NA NA NA NA NA 378 NA NA NA NA NA NA 1431 NA NA NA NA NA NA 487 NA NA NA NA NA
1498078800.0 120.0 58 78 NA NA NA NA NA 116 365 NA NA NA NA NA 1184 488 NA NA NA NA NA 563 229 NA NA NA NA NA
1498078800.0 121.0 82 98 NA NA NA NA NA 160 358 NA NA NA NA NA 8035 368 NA NA NA NA NA 3032 158 NA NA NA NA NA
1498078800.0 122.0 52 84 NA NA NA NA NA 112 365 NA NA NA NA NA 1711 343 NA NA NA NA NA 1066 194 NA NA NA NA NA
1498078800.0 125.0 82 86 NA NA NA NA NA 159 358 NA NA NA NA NA 7379 497 NA NA NA NA NA 2346 210 NA NA NA NA NA
1498078800.0 126.0 71 84 NA NA NA NA NA 123 358 NA NA NA NA NA 1298 243 NA NA NA NA NA 546 118 NA NA NA NA NA
1498078800.0 127.0 68 86 NA NA NA NA NA 118 365 NA NA NA NA NA 1160 252 NA NA NA NA NA 537 112 NA NA NA NA NA
1498078800.0 128.0 55 85 NA NA NA NA NA 105 365 NA NA NA NA NA 1162 530 NA NA NA NA NA 558 252 NA NA NA NA NA
1498078800.0 129.0 56 79 NA NA NA NA NA 106 357 NA NA NA NA NA 1209 511 NA NA NA NA NA 576 258 NA NA NA NA NA
1498078800.0 13.0 NA 93 NA NA NA NA NA NA 378 NA NA NA NA NA NA 200 NA NA NA NA NA NA 132 NA NA NA NA NA
1498078800.0 130.0 57 81 NA NA NA NA NA 112 357 NA NA NA NA NA 1456 425 NA NA NA NA NA 675 189 NA NA NA NA NA
1498078800.0 1301.0 80 163 NA NA NA NA NA 135 455 NA NA NA NA NA 1930 546 NA NA NA NA NA 828 353 NA NA NA NA NA
1498078800.0 1302.0 92 186 NA NA NA NA NA 147 460 NA NA NA NA NA 4933 765 NA NA NA NA NA 1640 434 NA NA NA NA NA
1498078800.0 1303.0 84 181 NA NA NA NA NA 146 449 NA NA NA NA NA 11700 830 NA NA NA NA NA 4857 486 NA NA NA NA NA
1498078800.0 1306.0 NA 188 NA NA NA NA NA NA 470 NA NA NA NA NA NA 423 NA NA NA NA NA NA 290 NA NA NA NA NA
1498078800.0 1307.0 NA 169 207 56 0 NA NA NA 464 281 93 0 NA NA NA 414 431 28 274 NA NA NA 335 406 40 283 NA NA
1498078800.0 1308.0 NA 161 196 54 0 NA NA NA 461 273 92 0 NA NA NA 390 383 27 281 NA NA NA 274 364 35 295 NA NA
